customer_id,past_complaint,had_complaint,complaint_status,feedback
2359,Yes,1,Solved in Follow-up,Poor Customer Service
2360,No,0,Not Applicable,Poor Customer Service
2361,No,0,Not Applicable,Too many ads
2362,Yes,1,Solved,Poor Customer Service
2363,No,0,Not Applicable,Poor Customer Service
2364,Yes,1,Solved in Follow-up,Products always in Stock
2365,No,0,Not Applicable,Too many ads
2366,No,0,Not Applicable,Too many ads
2367,Yes,1,Solved,Poor Website
2368,Yes,1,No Information Available,Too many ads
2369,No,0,Not Applicable,Poor Website
2370,Yes,1,Solved,Poor Customer Service
2371,Yes,1,Solved in Follow-up,Quality Customer Care
2372,No,0,Not Applicable,No reason specified
2373,Yes,1,No Information Available,Poor Website
2374,No,0,Not Applicable,Poor Website
2375,Yes,1,No Information Available,User Friendly Website
2376,Yes,1,Unsolved,No reason specified
2377,Yes,1,Solved,Poor Product Quality
2378,No,0,Not Applicable,No reason specified
2379,No,0,Not Applicable,Poor Product Quality
2380,No,0,Not Applicable,Poor Customer Service
2381,Yes,1,No Information Available,Reasonable Price
2382,Yes,1,No Information Available,No reason specified
2383,No,0,Not Applicable,Quality Customer Care
2384,Yes,1,Solved in Follow-up,User Friendly Website
2385,Yes,1,No Information Available,No reason specified
2386,Yes,1,Solved in Follow-up,Poor Customer Service
2387,Yes,1,Unsolved,Poor Customer Service
2388,No,0,Not Applicable,No reason specified
2389,Yes,1,Solved in Follow-up,No reason specified
2390,No,0,Not Applicable,Products always in Stock
2391,No,0,Not Applicable,Too many ads
2392,Yes,1,No Information Available,No reason specified
2393,No,0,Not Applicable,Poor Product Quality
2394,Yes,1,No Information Available,Poor Website
2395,No,0,Not Applicable,No reason specified
2396,Yes,1,Solved,Products always in Stock
2397,No,0,Not Applicable,No reason specified
2398,Yes,1,Unsolved,Poor Product Quality
2399,No,0,Not Applicable,User Friendly Website
2400,Yes,1,Solved,Poor Website
2401,No,0,Not Applicable,Poor Product Quality
2402,Yes,1,Unsolved,Poor Customer Service
2403,Yes,1,Solved,Poor Customer Service
2404,Yes,1,Solved,Poor Customer Service
2405,No,0,Not Applicable,Poor Product Quality
2406,Yes,1,Solved in Follow-up,Too many ads
2407,No,0,Not Applicable,Too many ads
2408,No,0,Not Applicable,Poor Website
2409,Yes,1,Solved,Poor Customer Service
2410,Yes,1,Solved in Follow-up,Poor Website
2411,Yes,1,Solved,Too many ads
2412,No,0,Not Applicable,Poor Website
2413,No,0,Not Applicable,Too many ads
2414,Yes,1,Solved,Poor Product Quality
2415,No,0,Not Applicable,No reason specified
2416,Yes,1,Solved in Follow-up,Poor Product Quality
2417,Yes,1,Unsolved,Poor Product Quality
2418,No,0,Not Applicable,Poor Product Quality
2419,Yes,1,Solved,No reason specified
2420,Yes,1,Solved in Follow-up,Poor Customer Service
2421,Yes,1,Unsolved,Poor Product Quality
2422,Yes,1,Unsolved,Quality Customer Care
2423,No,0,Not Applicable,Too many ads
2424,No,0,Not Applicable,User Friendly Website
2425,Yes,1,Solved,Products always in Stock
2426,Yes,1,Solved,Poor Website
2427,No,0,Not Applicable,No reason specified
2428,Yes,1,No Information Available,No reason specified
2429,No,0,Not Applicable,Products always in Stock
2430,Yes,1,Solved in Follow-up,Poor Website
2431,No,0,Not Applicable,Poor Customer Service
2432,Yes,1,Solved,Poor Customer Service
2433,No,0,Not Applicable,Poor Product Quality
2434,No,0,Not Applicable,Poor Product Quality
2435,No,0,Not Applicable,Poor Customer Service
2436,No,0,Not Applicable,Poor Website
2437,No,0,Not Applicable,Poor Product Quality
2438,Yes,1,Solved in Follow-up,No reason specified
2439,Yes,1,Unsolved,No reason specified
2440,No,0,Not Applicable,User Friendly Website
2441,Yes,1,Unsolved,Too many ads
2442,No,0,Not Applicable,Quality Customer Care
2443,No,0,Not Applicable,Poor Product Quality
2444,No,0,Not Applicable,Poor Product Quality
2445,Yes,1,Unsolved,Products always in Stock
2446,No,0,Not Applicable,Too many ads
2447,No,0,Not Applicable,Poor Product Quality
2448,Yes,1,Unsolved,Too many ads
2449,No,0,Not Applicable,Poor Website
2450,No,0,Not Applicable,Products always in Stock
2451,Yes,1,No Information Available,No reason specified
2452,No,0,Not Applicable,No reason specified
2453,Yes,1,No Information Available,Reasonable Price
2454,Yes,1,Solved in Follow-up,Poor Customer Service
2455,No,0,Not Applicable,No reason specified
2456,No,0,Not Applicable,Quality Customer Care
2457,Yes,1,Solved in Follow-up,User Friendly Website
2458,Yes,1,No Information Available,No reason specified
2459,No,0,Not Applicable,No reason specified
2460,Yes,1,Solved,Poor Product Quality
2461,No,0,Not Applicable,No reason specified
2462,No,0,Not Applicable,Poor Product Quality
2463,No,0,Not Applicable,Poor Product Quality
2464,No,0,Not Applicable,No reason specified
2465,No,0,Not Applicable,Poor Product Quality
2466,Yes,1,Solved,Poor Product Quality
2467,Yes,1,Solved,No reason specified
2468,No,0,Not Applicable,Poor Customer Service
2469,Yes,1,Solved in Follow-up,Poor Product Quality
2470,No,0,Not Applicable,Poor Customer Service
2471,No,0,Not Applicable,No reason specified
2472,Yes,1,Unsolved,Poor Website
2473,Yes,1,Solved,No reason specified
2474,No,0,Not Applicable,Poor Customer Service
2475,No,0,Not Applicable,Too many ads
2476,No,0,Not Applicable,Poor Customer Service
2477,No,0,Not Applicable,Poor Website
2478,Yes,1,Unsolved,No reason specified
2479,Yes,1,Solved,Poor Website
2480,No,0,Not Applicable,Poor Website
2481,Yes,1,Solved,Poor Product Quality
2482,No,0,Not Applicable,Quality Customer Care
2483,Yes,1,No Information Available,Poor Customer Service
2484,No,0,Not Applicable,Poor Product Quality
2485,No,0,Not Applicable,No reason specified
2486,Yes,1,Solved in Follow-up,Poor Customer Service
2487,Yes,1,Solved,Too many ads
2488,No,0,Not Applicable,No reason specified
2489,Yes,1,Solved in Follow-up,No reason specified
2490,Yes,1,Solved in Follow-up,Too many ads
2491,No,0,Not Applicable,Poor Customer Service
2492,No,0,Not Applicable,Too many ads
2493,No,0,Not Applicable,Products always in Stock
2494,Yes,1,Solved,Poor Customer Service
2495,Yes,1,Solved,Poor Website
2496,Yes,1,Solved,Too many ads
2497,Yes,1,Unsolved,Products always in Stock
2498,No,0,Not Applicable,Too many ads
2499,No,0,Not Applicable,Poor Product Quality
2500,Yes,1,No Information Available,Poor Product Quality
2501,Yes,1,Solved in Follow-up,Poor Website
2502,Yes,1,Unsolved,Poor Product Quality
2503,Yes,1,Unsolved,Poor Customer Service
2504,Yes,1,No Information Available,Poor Customer Service
2505,Yes,1,Solved,Too many ads
2506,Yes,1,Unsolved,User Friendly Website
2507,No,0,Not Applicable,Poor Customer Service
2508,No,0,Not Applicable,No reason specified
2509,No,0,Not Applicable,No reason specified
2510,Yes,1,Unsolved,Poor Website
2511,No,0,Not Applicable,Poor Product Quality
2512,No,0,Not Applicable,User Friendly Website
2513,Yes,1,Unsolved,Poor Product Quality
2514,Yes,1,No Information Available,Poor Customer Service
2515,No,0,Not Applicable,Poor Customer Service
2516,No,0,Not Applicable,Poor Product Quality
2517,No,0,Not Applicable,Reasonable Price
2518,No,0,Not Applicable,Too many ads
2519,No,0,Not Applicable,No reason specified
2520,Yes,1,Solved in Follow-up,Products always in Stock
2521,No,0,Not Applicable,Too many ads
2522,No,0,Not Applicable,Poor Customer Service
2523,No,0,Not Applicable,No reason specified
2524,Yes,1,Solved,No reason specified
2525,No,0,Not Applicable,No reason specified
2526,No,0,Not Applicable,No reason specified
2527,No,0,Not Applicable,Reasonable Price
2528,No,0,Not Applicable,No reason specified
2529,No,0,Not Applicable,Too many ads
2530,No,0,Not Applicable,Too many ads
2531,Yes,1,No Information Available,Too many ads
2532,No,0,Not Applicable,Poor Product Quality
2533,Yes,1,No Information Available,Too many ads
2534,Yes,1,Solved,Poor Product Quality
2535,No,0,Not Applicable,Reasonable Price
2536,Yes,1,Solved,Poor Customer Service
2537,No,0,Not Applicable,Too many ads
2538,No,0,Not Applicable,Reasonable Price
2539,Yes,1,Unsolved,Poor Customer Service
2540,No,0,Not Applicable,No reason specified
2541,Yes,1,Solved,Products always in Stock
2542,Yes,1,No Information Available,Poor Customer Service
2543,No,0,Not Applicable,Poor Website
2544,Yes,1,No Information Available,Poor Customer Service
2545,No,0,Not Applicable,Poor Product Quality
2546,No,0,Not Applicable,Poor Product Quality
2547,Yes,1,No Information Available,Too many ads
2548,No,0,Not Applicable,User Friendly Website
2549,Yes,1,No Information Available,Poor Website
2550,No,0,Not Applicable,Poor Product Quality
2551,Yes,1,Solved,Poor Website
2552,Yes,1,Solved,Too many ads
2553,Yes,1,Solved,Too many ads
2554,No,0,Not Applicable,Poor Product Quality
2555,Yes,1,Solved,No reason specified
2556,Yes,1,Solved in Follow-up,Poor Customer Service
2557,Yes,1,Unsolved,Poor Website
2558,Yes,1,No Information Available,Poor Website
2559,Yes,1,No Information Available,Quality Customer Care
2560,No,0,Not Applicable,Poor Customer Service
2561,No,0,Not Applicable,Reasonable Price
2562,Yes,1,Unsolved,Too many ads
2563,Yes,1,Solved in Follow-up,Poor Product Quality
2564,Yes,1,Solved in Follow-up,No reason specified
2565,No,0,Not Applicable,Too many ads
2566,Yes,1,Unsolved,Poor Website
2567,Yes,1,Unsolved,Poor Website
2568,Yes,1,No Information Available,Poor Product Quality
2569,No,0,Not Applicable,Quality Customer Care
2570,No,0,Not Applicable,Poor Customer Service
2571,Yes,1,Solved,Poor Website
2572,No,0,Not Applicable,Poor Website
2573,Yes,1,Unsolved,No reason specified
2574,Yes,1,Unsolved,Quality Customer Care
2575,Yes,1,No Information Available,Poor Customer Service
2576,No,0,Not Applicable,Poor Website
2577,No,0,Not Applicable,Poor Customer Service
2578,No,0,Not Applicable,No reason specified
2579,No,0,Not Applicable,No reason specified
2580,Yes,1,No Information Available,No reason specified
2581,Yes,1,Unsolved,Poor Product Quality
2582,Yes,1,Solved in Follow-up,Poor Website
2583,No,0,Not Applicable,Poor Customer Service
2584,Yes,1,Unsolved,Poor Website
2585,No,0,Not Applicable,Poor Product Quality
2586,No,0,Not Applicable,Poor Website
2587,No,0,Not Applicable,Poor Customer Service
2588,Yes,1,Solved in Follow-up,Poor Product Quality
2589,Yes,1,Solved,No reason specified
2590,Yes,1,Solved in Follow-up,Poor Website
2591,No,0,Not Applicable,Poor Website
2592,No,0,Not Applicable,Poor Customer Service
2593,No,0,Not Applicable,Poor Website
2594,Yes,1,Solved in Follow-up,Poor Product Quality
2595,No,0,Not Applicable,Poor Product Quality
2596,No,0,Not Applicable,Quality Customer Care
2597,Yes,1,No Information Available,No reason specified
2598,No,0,Not Applicable,Poor Customer Service
2599,No,0,Not Applicable,Poor Product Quality
2600,No,0,Not Applicable,Too many ads
2601,Yes,1,Unsolved,Products always in Stock
2602,No,0,Not Applicable,Too many ads
2603,Yes,1,Solved in Follow-up,Reasonable Price
2604,Yes,1,No Information Available,Poor Product Quality
2605,No,0,Not Applicable,Poor Product Quality
2606,No,0,Not Applicable,Too many ads
2607,Yes,1,Solved in Follow-up,No reason specified
2608,Yes,1,No Information Available,Too many ads
2609,Yes,1,Solved in Follow-up,Poor Customer Service
2610,Yes,1,Solved,Too many ads
2611,Yes,1,Unsolved,No reason specified
2612,No,0,Not Applicable,Products always in Stock
2613,No,0,Not Applicable,No reason specified
2614,Yes,1,Unsolved,Too many ads
2615,Yes,1,No Information Available,No reason specified
2616,No,0,Not Applicable,Poor Customer Service
2617,No,0,Not Applicable,Poor Website
2618,No,0,Not Applicable,No reason specified
2619,Yes,1,Solved,Too many ads
2620,Yes,1,Solved in Follow-up,Poor Website
2621,No,0,Not Applicable,Poor Product Quality
2622,No,0,Not Applicable,Poor Website
2623,Yes,1,Solved,No reason specified
2624,No,0,Not Applicable,Poor Customer Service
2625,Yes,1,Solved,Poor Customer Service
2626,Yes,1,No Information Available,Reasonable Price
2627,No,0,Not Applicable,Poor Customer Service
2628,Yes,1,Unsolved,Too many ads
2629,Yes,1,Solved in Follow-up,Poor Website
2630,Yes,1,Unsolved,Quality Customer Care
2631,Yes,1,Solved in Follow-up,Poor Customer Service
2632,Yes,1,Solved,Too many ads
2633,Yes,1,Solved,Poor Product Quality
2634,Yes,1,Solved,No reason specified
2635,Yes,1,Solved in Follow-up,Poor Customer Service
2636,No,0,Not Applicable,Reasonable Price
2637,No,0,Not Applicable,Poor Website
2638,Yes,1,Solved in Follow-up,No reason specified
2639,No,0,Not Applicable,Poor Website
2640,Yes,1,Unsolved,Too many ads
2641,No,0,Not Applicable,Poor Customer Service
2642,No,0,Not Applicable,Poor Product Quality
2643,No,0,Not Applicable,Poor Website
2644,Yes,1,Solved in Follow-up,Poor Customer Service
2645,Yes,1,Unsolved,Too many ads
2646,No,0,Not Applicable,Too many ads
2647,Yes,1,Solved,No reason specified
2648,No,0,Not Applicable,Too many ads
2649,Yes,1,No Information Available,Poor Website
2650,Yes,1,Unsolved,User Friendly Website
2651,No,0,Not Applicable,Quality Customer Care
2652,No,0,Not Applicable,Poor Website
2653,No,0,Not Applicable,Quality Customer Care
2654,No,0,Not Applicable,No reason specified
2655,No,0,Not Applicable,Too many ads
2656,Yes,1,Solved,Quality Customer Care
2657,Yes,1,Solved,Poor Website
2658,No,0,Not Applicable,Poor Product Quality
2659,Yes,1,Unsolved,Poor Customer Service
2660,Yes,1,Solved in Follow-up,User Friendly Website
2661,Yes,1,Solved,Poor Customer Service
2662,Yes,1,No Information Available,Poor Product Quality
2663,Yes,1,Solved,Poor Website
2664,No,0,Not Applicable,Poor Product Quality
2665,No,0,Not Applicable,Reasonable Price
2666,Yes,1,No Information Available,Poor Customer Service
2667,No,0,Not Applicable,Poor Product Quality
2668,No,0,Not Applicable,User Friendly Website
2669,Yes,1,Unsolved,Poor Product Quality
2670,No,0,Not Applicable,Poor Website
2671,Yes,1,No Information Available,No reason specified
2672,No,0,Not Applicable,Quality Customer Care
2673,No,0,Not Applicable,Too many ads
2674,No,0,Not Applicable,Poor Website
2675,No,0,Not Applicable,No reason specified
2676,No,0,Not Applicable,Poor Website
2677,Yes,1,Solved in Follow-up,Poor Product Quality
2678,No,0,Not Applicable,No reason specified
2679,No,0,Not Applicable,Poor Product Quality
2680,No,0,Not Applicable,Poor Website
2681,No,0,Not Applicable,Too many ads
2682,No,0,Not Applicable,Poor Website
2683,Yes,1,Solved in Follow-up,Too many ads
2684,Yes,1,Unsolved,No reason specified
2685,Yes,1,Unsolved,Poor Product Quality
2686,No,0,Not Applicable,Poor Product Quality
2687,Yes,1,No Information Available,Too many ads
2688,Yes,1,Solved,No reason specified
2689,Yes,1,Solved in Follow-up,User Friendly Website
2690,Yes,1,Solved,Too many ads
2691,Yes,1,No Information Available,Poor Website
2692,No,0,Not Applicable,No reason specified
2693,Yes,1,Solved,No reason specified
2694,No,0,Not Applicable,Poor Product Quality
2695,No,0,Not Applicable,Poor Customer Service
2696,Yes,1,Solved in Follow-up,Poor Website
2697,No,0,Not Applicable,Too many ads
2698,No,0,Not Applicable,Poor Website
2699,No,0,Not Applicable,Poor Product Quality
2700,No,0,Not Applicable,Too many ads
2701,No,0,Not Applicable,Too many ads
2702,Yes,1,Solved,No reason specified
2703,Yes,1,Solved in Follow-up,Too many ads
2704,Yes,1,Solved in Follow-up,No reason specified
2705,Yes,1,Solved,Too many ads
2706,Yes,1,No Information Available,Too many ads
2707,Yes,1,Unsolved,Too many ads
2708,Yes,1,Unsolved,Poor Website
2709,Yes,1,Solved in Follow-up,Quality Customer Care
2710,No,0,Not Applicable,Poor Product Quality
2711,Yes,1,Solved,Poor Website
2712,Yes,1,No Information Available,Too many ads
2713,No,0,Not Applicable,Poor Website
2714,Yes,1,No Information Available,Poor Website
2715,Yes,1,Solved in Follow-up,Poor Customer Service
2716,Yes,1,Unsolved,Too many ads
2717,No,0,Not Applicable,Poor Customer Service
2718,No,0,Not Applicable,Poor Customer Service
2719,No,0,Not Applicable,Poor Customer Service
2720,Yes,1,Solved in Follow-up,Poor Website
2721,Yes,1,No Information Available,No reason specified
2722,No,0,Not Applicable,User Friendly Website
2723,No,0,Not Applicable,User Friendly Website
2724,Yes,1,Solved in Follow-up,Poor Customer Service
2725,No,0,Not Applicable,Poor Customer Service
2726,Yes,1,No Information Available,Poor Website
2727,Yes,1,Solved in Follow-up,No reason specified
2728,Yes,1,Unsolved,Too many ads
2729,No,0,Not Applicable,Poor Website
2730,No,0,Not Applicable,User Friendly Website
2731,Yes,1,Unsolved,Poor Customer Service
2732,Yes,1,No Information Available,Poor Website
2733,Yes,1,No Information Available,Poor Customer Service
2734,Yes,1,Unsolved,Too many ads
2735,No,0,Not Applicable,Poor Product Quality
2736,Yes,1,Unsolved,Poor Product Quality
2737,Yes,1,Solved in Follow-up,No reason specified
2738,No,0,Not Applicable,No reason specified
2739,Yes,1,Solved in Follow-up,No reason specified
2740,No,0,Not Applicable,No reason specified
2741,No,0,Not Applicable,Poor Website
2742,No,0,Not Applicable,Poor Customer Service
2743,Yes,1,No Information Available,No reason specified
2744,Yes,1,Unsolved,Quality Customer Care
2745,No,0,Not Applicable,Too many ads
2746,No,0,Not Applicable,Poor Customer Service
2747,Yes,1,No Information Available,Poor Website
2748,Yes,1,No Information Available,User Friendly Website
2749,No,0,Not Applicable,Poor Website
2750,Yes,1,Unsolved,Poor Website
2751,No,0,Not Applicable,Poor Website
2752,Yes,1,Solved in Follow-up,Poor Website
2753,Yes,1,No Information Available,Too many ads
2754,Yes,1,Solved in Follow-up,Too many ads
2755,Yes,1,Unsolved,Poor Customer Service
2756,No,0,Not Applicable,Poor Customer Service
2757,Yes,1,Solved,No reason specified
2758,No,0,Not Applicable,Poor Website
2759,No,0,Not Applicable,No reason specified
2760,No,0,Not Applicable,No reason specified
2761,No,0,Not Applicable,Poor Product Quality
2762,No,0,Not Applicable,No reason specified
2763,Yes,1,Solved,Poor Product Quality
2764,No,0,Not Applicable,User Friendly Website
2765,No,0,Not Applicable,No reason specified
2766,No,0,Not Applicable,No reason specified
2767,Yes,1,Unsolved,User Friendly Website
2768,No,0,Not Applicable,Poor Customer Service
2769,No,0,Not Applicable,User Friendly Website
2770,Yes,1,No Information Available,Poor Website
2771,No,0,Not Applicable,Quality Customer Care
2772,Yes,1,Unsolved,No reason specified
2773,Yes,1,Solved,Poor Product Quality
2774,No,0,Not Applicable,Poor Customer Service
2775,No,0,Not Applicable,User Friendly Website
2776,No,0,Not Applicable,Poor Product Quality
2777,No,0,Not Applicable,Too many ads
2778,Yes,1,Solved,Poor Customer Service
2779,Yes,1,No Information Available,Quality Customer Care
2780,Yes,1,No Information Available,User Friendly Website
2781,Yes,1,Solved in Follow-up,No reason specified
2782,No,0,Not Applicable,No reason specified
2783,Yes,1,No Information Available,No reason specified
2784,No,0,Not Applicable,No reason specified
2785,Yes,1,Unsolved,Poor Product Quality
2786,Yes,1,No Information Available,Poor Customer Service
2787,Yes,1,Solved in Follow-up,Poor Website
2788,Yes,1,No Information Available,Products always in Stock
2789,Yes,1,Unsolved,Too many ads
2790,No,0,Not Applicable,No reason specified
2791,Yes,1,No Information Available,No reason specified
2792,Yes,1,Unsolved,Poor Website
2793,Yes,1,No Information Available,Poor Customer Service
2794,Yes,1,No Information Available,Too many ads
2795,Yes,1,Solved in Follow-up,Too many ads
2796,Yes,1,Solved,Too many ads
2797,Yes,1,No Information Available,Too many ads
2798,No,0,Not Applicable,Poor Product Quality
2799,No,0,Not Applicable,Poor Customer Service
2800,No,0,Not Applicable,No reason specified
2801,No,0,Not Applicable,Poor Customer Service
2802,No,0,Not Applicable,Too many ads
2803,Yes,1,Solved in Follow-up,No reason specified
2804,No,0,Not Applicable,Reasonable Price
2805,Yes,1,Unsolved,Poor Website
2806,Yes,1,Solved in Follow-up,Poor Website
2807,No,0,Not Applicable,Too many ads
2808,No,0,Not Applicable,No reason specified
2809,No,0,Not Applicable,Too many ads
2810,Yes,1,Unsolved,Reasonable Price
2811,No,0,Not Applicable,Poor Customer Service
2812,No,0,Not Applicable,Poor Product Quality
2813,Yes,1,Solved in Follow-up,Poor Customer Service
2814,Yes,1,No Information Available,Poor Customer Service
2815,No,0,Not Applicable,Reasonable Price
2816,No,0,Not Applicable,No reason specified
2817,No,0,Not Applicable,Too many ads
2818,Yes,1,No Information Available,Poor Product Quality
2819,Yes,1,Solved in Follow-up,Too many ads
2820,Yes,1,Solved,No reason specified
2821,No,0,Not Applicable,Poor Website
2822,No,0,Not Applicable,Poor Product Quality
2823,Yes,1,Solved in Follow-up,Poor Customer Service
2824,No,0,Not Applicable,Poor Website
2825,Yes,1,Solved in Follow-up,Reasonable Price
2826,Yes,1,No Information Available,User Friendly Website
2827,No,0,Not Applicable,No reason specified
2828,No,0,Not Applicable,Poor Product Quality
2829,No,0,Not Applicable,Reasonable Price
2830,No,0,Not Applicable,Poor Website
2831,Yes,1,Solved in Follow-up,Poor Customer Service
2832,No,0,Not Applicable,Poor Website
2833,Yes,1,Solved in Follow-up,Poor Customer Service
2834,No,0,Not Applicable,Poor Website
2835,No,0,Not Applicable,Reasonable Price
2836,Yes,1,Solved in Follow-up,Poor Website
2837,No,0,Not Applicable,No reason specified
2838,No,0,Not Applicable,Poor Customer Service
2839,Yes,1,Unsolved,Too many ads
2840,No,0,Not Applicable,Too many ads
2841,Yes,1,No Information Available,Poor Website
2842,Yes,1,Solved,Poor Website
2843,Yes,1,Solved,Poor Product Quality
2844,Yes,1,Unsolved,Poor Website
2845,Yes,1,Solved,Poor Product Quality
2846,Yes,1,Solved in Follow-up,Products always in Stock
2847,No,0,Not Applicable,Poor Customer Service
2848,No,0,Not Applicable,Poor Customer Service
2849,Yes,1,Solved,Poor Website
2850,No,0,Not Applicable,Poor Website
2851,No,0,Not Applicable,Quality Customer Care
2852,No,0,Not Applicable,Poor Product Quality
2853,No,0,Not Applicable,No reason specified
2854,No,0,Not Applicable,Poor Website
2855,No,0,Not Applicable,Too many ads
2856,No,0,Not Applicable,No reason specified
2857,Yes,1,Unsolved,No reason specified
2858,No,0,Not Applicable,Too many ads
2859,No,0,Not Applicable,No reason specified
2860,No,0,Not Applicable,Poor Customer Service
2861,No,0,Not Applicable,Too many ads
2862,No,0,Not Applicable,Too many ads
2863,No,0,Not Applicable,Poor Customer Service
2864,Yes,1,Solved,Too many ads
2865,No,0,Not Applicable,Poor Website
2866,No,0,Not Applicable,Quality Customer Care
2867,Yes,1,Solved,Too many ads
2868,Yes,1,No Information Available,User Friendly Website
2869,Yes,1,Solved in Follow-up,No reason specified
2870,Yes,1,No Information Available,Products always in Stock
2871,Yes,1,Solved in Follow-up,Poor Product Quality
2872,Yes,1,Solved in Follow-up,Poor Customer Service
2873,No,0,Not Applicable,Reasonable Price
2874,No,0,Not Applicable,Poor Product Quality
2875,No,0,Not Applicable,No reason specified
2876,No,0,Not Applicable,Too many ads
2877,No,0,Not Applicable,Too many ads
2878,Yes,1,Solved,Poor Product Quality
2879,Yes,1,Solved,Quality Customer Care
2880,Yes,1,Solved in Follow-up,Too many ads
2881,No,0,Not Applicable,No reason specified
2882,Yes,1,No Information Available,Poor Customer Service
2883,Yes,1,Solved,Too many ads
2884,No,0,Not Applicable,Poor Customer Service
2885,No,0,Not Applicable,Poor Customer Service
2886,No,0,Not Applicable,Reasonable Price
2887,No,0,Not Applicable,Too many ads
2888,No,0,Not Applicable,Quality Customer Care
2889,No,0,Not Applicable,Too many ads
2890,Yes,1,No Information Available,Poor Customer Service
2891,No,0,Not Applicable,Poor Website
2892,Yes,1,Solved,Too many ads
2893,No,0,Not Applicable,Too many ads
2894,No,0,Not Applicable,Poor Product Quality
2895,Yes,1,Solved in Follow-up,Poor Customer Service
2896,No,0,Not Applicable,No reason specified
2897,Yes,1,Solved in Follow-up,Products always in Stock
2898,No,0,Not Applicable,Poor Website
2899,Yes,1,Solved in Follow-up,Too many ads
2900,Yes,1,Unsolved,Poor Customer Service
2901,Yes,1,Solved,Poor Product Quality
2902,Yes,1,Unsolved,Poor Customer Service
2903,Yes,1,Unsolved,User Friendly Website
2904,No,0,Not Applicable,Poor Website
2905,Yes,1,No Information Available,Too many ads
2906,Yes,1,Solved in Follow-up,Poor Website
2907,Yes,1,Unsolved,Poor Website
2908,No,0,Not Applicable,Poor Customer Service
2909,No,0,Not Applicable,Too many ads
2910,Yes,1,Solved in Follow-up,User Friendly Website
2911,Yes,1,No Information Available,Poor Website
2912,Yes,1,Unsolved,No reason specified
2913,No,0,Not Applicable,Too many ads
2914,Yes,1,No Information Available,Poor Product Quality
2915,No,0,Not Applicable,Poor Customer Service
2916,No,0,Not Applicable,User Friendly Website
2917,Yes,1,No Information Available,Poor Website
2918,Yes,1,Solved in Follow-up,Poor Website
2919,Yes,1,No Information Available,Products always in Stock
2920,Yes,1,Solved,No reason specified
2921,Yes,1,No Information Available,Poor Website
2922,Yes,1,Unsolved,Poor Customer Service
2923,No,0,Not Applicable,Poor Product Quality
2924,Yes,1,Solved,Poor Product Quality
2925,Yes,1,Solved,No reason specified
2926,No,0,Not Applicable,Poor Website
2927,Yes,1,No Information Available,Poor Customer Service
2928,Yes,1,Solved,Poor Website
2929,No,0,Not Applicable,Poor Customer Service
2930,Yes,1,Solved in Follow-up,No reason specified
2931,No,0,Not Applicable,No reason specified
2932,Yes,1,Solved in Follow-up,Poor Product Quality
2933,No,0,Not Applicable,Poor Customer Service
2934,Yes,1,Solved in Follow-up,Poor Website
2935,No,0,Not Applicable,User Friendly Website
2936,Yes,1,Solved,Poor Website
2937,Yes,1,No Information Available,Reasonable Price
2938,No,0,Not Applicable,No reason specified
2939,Yes,1,Solved in Follow-up,No reason specified
2940,Yes,1,Solved in Follow-up,Too many ads
2941,Yes,1,Solved,Reasonable Price
2942,No,0,Not Applicable,Poor Product Quality
2943,No,0,Not Applicable,Too many ads
2944,Yes,1,No Information Available,Too many ads
2945,Yes,1,No Information Available,Poor Product Quality
2946,No,0,Not Applicable,Poor Product Quality
2947,Yes,1,Solved in Follow-up,Poor Customer Service
2948,Yes,1,Unsolved,No reason specified
2949,Yes,1,Unsolved,Too many ads
2950,No,0,Not Applicable,Reasonable Price
2951,No,0,Not Applicable,No reason specified
2952,No,0,Not Applicable,Poor Website
2953,Yes,1,No Information Available,Poor Website
2954,Yes,1,Unsolved,No reason specified
2955,No,0,Not Applicable,Poor Website
2956,No,0,Not Applicable,No reason specified
2957,No,0,Not Applicable,Too many ads
2958,No,0,Not Applicable,Poor Customer Service
2959,No,0,Not Applicable,Poor Product Quality
2960,Yes,1,No Information Available,Poor Product Quality
2961,No,0,Not Applicable,Reasonable Price
2962,Yes,1,Solved in Follow-up,Poor Website
2963,No,0,Not Applicable,Poor Website
2964,Yes,1,Solved in Follow-up,No reason specified
2965,Yes,1,Unsolved,Poor Website
2966,No,0,Not Applicable,Poor Customer Service
2967,No,0,Not Applicable,Too many ads
2968,Yes,1,No Information Available,Too many ads
2969,No,0,Not Applicable,No reason specified
2970,No,0,Not Applicable,Poor Product Quality
2971,No,0,Not Applicable,No reason specified
2972,Yes,1,No Information Available,Poor Product Quality
2973,No,0,Not Applicable,Poor Product Quality
2974,No,0,Not Applicable,Products always in Stock
2975,Yes,1,Unsolved,Reasonable Price
2976,Yes,1,Solved,No reason specified
2977,No,0,Not Applicable,Poor Product Quality
2978,No,0,Not Applicable,Products always in Stock
2979,Yes,1,No Information Available,Poor Website
2980,No,0,Not Applicable,Poor Website
2981,Yes,1,Solved in Follow-up,No reason specified
2982,No,0,Not Applicable,Poor Website
2983,Yes,1,Solved in Follow-up,No reason specified
2984,No,0,Not Applicable,No reason specified
2985,Yes,1,No Information Available,No reason specified
2986,No,0,Not Applicable,Too many ads
2987,No,0,Not Applicable,Poor Customer Service
2988,No,0,Not Applicable,Poor Product Quality
2989,Yes,1,No Information Available,No reason specified
2990,Yes,1,No Information Available,Quality Customer Care
