customer_id,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,engagement_score
3850,19.0,180.71,7731.58,15.0,780.94,3491.59
3851,4.0,281.0,8441.18,14.0,641.63,4575.63
3852,20.0,105.47,12861.87,16.0,980.2843304,2667.8043304000003
3853,9.0,33.68,2060.02,28.0,1128.548974,2071.588974
3854,15.0,34.52,19019.73,25.0,652.02,1515.02
3855,22.0,31.76,48906.02,25.0,698.25,1492.25
3856,11.0,384.24,58999.22,2.0,479.2522521,1247.7322521
3857,13.0,174.18,24846.68,25.0,1025.207213,5379.707213
3858,6.0,174.18,17923.78,26.0,668.41,5197.09
3859,13.0,60.23,32156.6,16.0,619.59,1583.27
3860,12.0,40.31,2511.03,14.0,687.63,1251.97
3861,23.0,217.45,17330.31,16.0,1039.111923,4518.311922999999
3862,19.0,141.31,11614.91,21.0,716.36,3683.87
3863,13.0,141.08,12166.33,8.0,526.39,1655.0300000000002
3864,16.0,2109.208474,33159.14,11.0,270.6396962,23471.9329102
3865,7.0,33.89,2187.64,40.58911719,767.76,2143.3251815691
3866,8.0,61.88,32057.71,15.0,632.9,1561.1
3867,14.0,292.2,14313.58,7.0,679.77,2725.17
3868,19.0,95.37,966.03,27.53480453,669.77,3295.7643080261
3869,9.0,174.18,10926.14,14.0,563.66,3002.18
3870,10.0,48.02,20436.28,5.0,676.57,916.67
3871,13.0,54.95,2146.09,9.0,358.2785079,852.8285079
3872,14.0,35.92,25426.75,20.0,572.54,1290.94
3873,4.0,785.6,19884.08,28.0,522.93,22519.73
3874,10.0,58.15,49214.97,17.0,607.68,1596.23
3875,11.0,192.91,31044.43,5.0,698.25,1662.8
3876,4.0,329.27,26208.25,28.0,697.08,9916.64
3877,10.0,53.38,20576.45,49.36337765,698.25,3333.267098957
3878,6.0,883.08,18844.89,7.0,679.52,6861.08
3879,8.0,997.15,11120.07,12.0,798.88,12764.679999999998
3880,20.0,66.24,9728.8,8.0,652.27,1182.19
3881,17.0,205.78,9609.0,16.0,725.59,4018.07
3882,17.0,33.12,1790.55,17.0,696.79,1259.83
3883,15.0,376.73,30984.97,16.0,698.25,6725.93
3884,1.0,94.31,32669.08,16.0,386.7827122,1895.7427122
3885,12.0,39.11,20626.06,6.0,558.92,793.5799999999999
3886,12.0,91.11,24688.53,29.0,520.7,3162.8900000000003
3887,13.0,85.31,44630.44,11.0,715.76,1654.17
3888,11.0,227.97,24301.27,11.0,749.21,3256.88
3889,4.0,358.34,48907.18,25.0,744.2819093,9702.7819093
3890,13.0,214.64,48398.61,18.0,681.76,4545.28
3891,13.0,595.02,10741.18,17.0,641.2,10756.54
3892,23.0,119.55,37614.24,16.0,614.57,2527.37
3893,21.0,31.61,24155.03,10.0,851.9475482,1168.0475482000002
3894,6.0,86.89,2846.36,11.0,657.8,1613.59
3895,10.0,124.93,37558.38,8.0,634.2,1633.64
3896,12.0,717.85,3388.99,19.0,307.4444228,13946.5944228
3897,12.0,274.72,14417.14,10.0,510.35,3257.55
3898,22.0,381.1,43039.68,12.0,686.81,5260.01
3899,9.0,249.27,47654.99,9.0,537.95,2781.38
3900,4.0,522.3,47824.8,28.0,789.61,15414.009999999998
3901,14.0,102.82,18538.18,22.0,707.18,2969.22
3902,11.0,30.18,37803.35,19.0,1130.673872,1704.093872
3903,17.0,30.56,3222.15,29.0,619.98,1506.22
3904,14.0,32.93,16456.22,29.0,698.25,1653.22
3905,10.0,206.45,1759.39,22.0,645.02,5186.92
3906,18.0,33.49,4177.14,41.18518621,634.22,2013.5118861729
3907,22.0,31.72,81474.3,9.0,698.25,983.73
3908,20.0,33.58,11426.96,7.0,294.222784,529.282784
3909,13.0,104.95,85461.5,7.0,782.36,1517.01
3910,7.0,65.86,19861.78,19.0,616.03,1867.37
3911,8.0,60.78,17902.05,16.0,1166.589854,2139.0698540000003
3912,18.0,42.96,23970.26,19.0,698.25,1514.49
3913,13.0,84.81,39121.18,14.0,783.7,1971.04
3914,14.0,43.3,66040.84,16.0,762.41,1455.21
3915,6.0,33.52,25921.19,17.0,674.5,1244.34
3916,13.0,30.46,35220.12,16.0,536.19,1023.55
3917,9.0,310.52,25374.79,12.0,737.39,4463.63
3918,2.0,31.21,19493.47,23.0,618.53,1336.36
3919,16.0,31.19,30279.62,16.0,1106.820083,1605.860083
3920,15.0,32.94,12872.99,22.0,647.74,1372.42
3921,18.0,130.4,27986.38,23.0,703.22,3702.42
3922,9.0,45.63,9493.02,10.0,609.55,1065.85
3923,19.0,337.66,10642.14,26.0,737.02,9516.18
3924,24.0,98.13,12324.13,24.0,501.19,2856.31
3925,14.0,190.52,13930.77,16.0,732.94,3781.26
3926,10.0,303.36,42906.25,24.0,610.41,7891.05
3927,13.0,1222.891148,77072.87,18.0,769.28,22781.320664
3928,17.0,101.0,32835.95,17.0,611.34,2328.34
3929,21.0,413.01,39929.82,15.0,698.25,6893.4
3930,8.0,137.59,94392.42,16.0,739.59,2941.03
3931,6.0,1056.07,67557.37,16.0,1114.644094,18011.764094
3932,16.0,859.4047478,36891.58,26.0,698.25,23042.7734428
3933,6.0,89.88,11015.48,16.0,678.19,2116.27
3934,4.0,159.23,18367.24,5.0,510.41,1306.56
3935,10.0,770.33,13699.92,29.0,645.74,22985.31
3936,15.0,124.99,3627.95,20.0,753.84,3253.64
3937,6.0,1042.257564,8316.95,14.0,682.37,15273.975896000002
3938,11.0,299.86,42643.76,13.0,261.610824,4159.790824000001
3939,14.0,37.65,31745.39,13.0,650.28,1139.73
3940,3.0,243.9,18836.09,19.0,408.0960809,5042.1960809
3941,4.0,457.49,1980.7,21.0,680.86,10288.15
3942,7.0,306.07,45549.82,24.0,611.01,7956.69
3943,7.0,418.26,41642.09,16.0,190.9491086,6883.1091086
3944,8.0,174.52,8408.91,16.0,693.58,3485.9
3945,18.0,894.0338674,32978.51,9.0,558.24,8604.544806599999
3946,11.0,157.99,45688.46,51.70332217,639.34,8807.9478696383
3947,7.0,66.21,2092.06,15.0,1028.120613,2021.270613
3948,13.0,32.4,37425.2,14.0,666.44,1120.04
3949,3.0,45.14,4101.19,17.0,950.7231264,1718.1031263999998
3950,12.0,96.98,34426.45,0.949579361,771.04,863.13020642978
3951,20.0,79.7,42967.33,8.0,511.89,1149.49
3952,3.0,509.36,2174.21,5.0,464.4520387,3011.2520387000004
3953,22.0,343.04,92987.93,2.0,787.19,1473.27
3954,19.0,87.4,35829.36,13.0,792.62,1928.82
3955,15.0,249.2,43404.32,29.0,614.14,7840.94
3956,7.0,643.09,48221.17,16.0,631.89,10921.33
3957,17.0,54.07,32847.73,9.0,701.8,1188.4299999999998
3958,22.0,962.6048204,24814.0,16.0,743.19,16144.8671264
3959,16.0,191.53,42025.68,11.0,608.37,2715.2
3960,24.0,83.01,25014.62,19.0,628.52,2205.71
3961,6.0,102.97,23702.75,11.0,664.89,1797.56
3962,16.0,238.82,23082.52,16.0,713.17,4534.29
3963,15.0,108.23,12806.28,5.0,698.25,1239.4
3964,13.0,45.61,27800.24,9.0,369.7810149,780.2710149
3965,14.0,33.46,10920.67,15.0,552.57,1054.47
3966,13.0,30.61,30720.44,17.0,572.01,1092.38
3967,16.0,31.52,38839.04,26.0,541.32,1360.84
3968,11.0,340.48,2936.23,6.0,625.24,2668.12
3969,17.0,196.77,38078.82,15.0,640.01,3591.5600000000004
3970,13.0,949.9590463,49644.86,15.0,715.75,14965.1356945
3971,10.0,34.8,30568.83,20.0,714.52,1410.52
3972,12.0,34.45,26783.21,20.0,1195.415348,1884.415348
3973,22.0,198.91,9325.24,18.0,612.91,4193.29
3974,7.0,34.33,40893.4,23.0,702.94,1492.53
3975,20.0,156.68,1834.22,22.0,749.41,4196.37
3976,14.0,123.0,14591.82,24.0,626.08,3578.08
3977,10.0,608.57,13390.47,12.0,620.74,7923.58
3978,9.0,44.37,11212.82,5.0,711.32,933.17
3979,10.0,1060.500281,61211.16,15.0,772.82,16680.324215
3980,9.0,343.48,22211.12,18.0,787.15,6969.79
3981,16.0,1436.150399,92440.81,12.0,791.22,18025.024788
3982,18.0,357.85,12243.77,20.0,765.28,7922.28
3983,13.0,1066.648021,46186.35,16.0,720.19,17786.558336
3984,16.0,343.97,22449.35,29.0,704.44,10679.570000000002
3985,10.0,362.75,35403.38,16.0,771.73,6575.73
3986,10.0,81.83,44501.35,22.0,643.75,2444.01
3987,16.0,123.51,35410.09,7.0,647.11,1511.68
3988,13.0,106.62,21528.68,28.0,1257.814521,4243.174521
3989,17.0,102.8,23167.4,28.0,243.4468548,3121.8468548
3990,24.0,32.81,18457.04,26.0,519.3,1372.36
3991,17.0,167.83,53733.6,15.0,776.47,3293.92
3992,14.0,155.05,13775.82,28.0,309.0748556,4650.4748556
3993,19.0,280.17,91740.57,19.0,807.43,6130.660000000001
3994,17.0,1154.956054,20325.7,9.0,600.99,10995.594486
3995,19.0,1169.922456,4815.23,13.0,317.0781949,15526.0701229
3996,9.0,371.47,27061.15,5.0,698.25,2555.6000000000004
3997,6.0,126.67,14992.03,7.0,720.65,1607.34
3998,9.0,839.65,31792.21,6.0,524.77,5562.67
3999,15.0,668.12,28723.62,15.0,759.47,10781.27
4000,12.0,64.77,13531.99,5.0,719.42,1043.27
4001,12.0,262.9,9275.93,13.0,89.66104792,3507.36104792
4002,18.0,314.84,16304.95,16.0,720.66,5758.099999999999
4003,22.0,69.48,48260.12,20.0,702.26,2091.86
4004,22.0,964.59,14309.58,16.0,152.7204788,15586.1604788
4005,13.0,351.41,14126.31,29.0,683.21,10874.100000000002
4006,10.0,180.9,48567.2,24.0,1225.223657,5566.823657000001
4007,8.0,484.68,43374.34,25.0,584.46,12701.46
4008,13.0,434.14,79068.35,9.0,1231.86866,5139.12866
4009,19.0,98.04,14953.59,14.0,560.29,1932.85
4010,11.0,80.74,2142.56,16.0,679.76,1971.6
4011,14.0,131.9,35709.03,8.0,645.41,1700.61
4012,5.0,44.84,75634.47,16.0,797.18,1514.62
4013,12.0,1802.686254,41635.93,28.0,532.54,51007.755112
4014,2.0,112.19,26165.85,6.0,548.41,1221.55
4015,7.0,445.83,37399.21,13.0,737.73,6533.52
4016,13.0,305.27,32936.43,23.0,663.0,7684.209999999999
4017,8.0,179.93,60354.05,8.0,809.33,2248.77
4018,11.0,439.76,9013.42,26.0,698.25,12132.01
4019,24.0,351.78,24841.21,18.0,617.69,6949.73
4020,13.0,1261.86,14977.59,15.0,615.23,19543.13
4021,21.0,234.41,97451.31,8.0,742.61,2617.89
4022,26.0,49.25,27842.62,22.0,648.08,1731.58
4023,16.0,49.32,16385.86,16.0,583.8,1372.92
4024,7.0,459.56,6249.46,6.0,126.9173238,2884.2773238
4025,5.0,135.03,47704.16,23.0,649.49,3755.18
4026,5.0,378.88,15434.33,23.0,710.82,9425.06
4027,13.0,243.85,10803.51,16.0,641.63,4543.23
4028,4.0,255.6,72526.38,11.0,834.14,3645.74
4029,6.0,314.23,66844.81,10.0,436.2678448,3578.5678448000003
4030,5.0,714.0,3368.04,28.0,611.09,20603.09
4031,5.0,550.64,71583.9,5.0,740.41,3493.61
4032,7.0,378.57,92465.29,2.0,792.51,1549.65
4033,9.0,385.34,41429.46,8.0,647.17,3729.89
4034,20.0,30.9,40925.24,14.0,632.94,1065.54
4035,16.0,51.94,19403.13,17.0,518.23,1401.21
4036,4.0,443.04,39537.89,13.0,695.03,6454.55
4037,3.0,108.09,7728.71,21.0,883.8425262,3153.7325262
4038,11.0,174.18,25936.89,15.0,616.95,3229.6500000000005
4039,19.0,257.38,9760.31,7.0,698.25,2499.91
4040,10.0,252.99,39731.54,9.0,281.9192435,2558.8292435
4041,17.0,30.57,40777.13,3.219389345,696.64,795.05673227665
4042,6.0,238.74,74011.27,11.0,1439.815738,4065.955738000001
4043,8.0,1226.247035,33462.5,25.0,709.04,31365.215875
4044,25.0,218.26,36287.57,16.0,698.25,4190.41
4045,18.0,395.99,20318.93,22.0,300.7093681,9012.4893681
4046,12.0,654.57,73463.55,6.0,794.79,4722.21
4047,12.0,172.43,8556.19,7.0,749.33,1956.34
4048,26.0,34.59,1475.84,12.0,650.51,1065.59
4049,13.0,486.99,23107.48,16.0,416.0629688,8207.902968800001
4050,11.0,48.56,22497.51,19.0,654.55,1577.19
4051,18.0,310.36,93579.98,16.0,675.7789235,5641.5389235
4052,10.0,512.23,46177.51,28.0,657.21,14999.65
4053,23.0,86.59,20150.43,19.0,1344.755716,2989.965716
4054,11.0,203.76,24194.44,28.0,695.52,6400.799999999999
4055,16.0,540.42,86759.96,5.0,780.79,3482.89
4056,14.0,384.32,6330.97,19.0,768.73,8070.809999999999
4057,11.0,34.91,46847.38,29.0,698.25,1710.64
4058,22.0,72.05,30238.86,12.0,789.99,1654.59
4059,23.0,114.59,41880.28,12.0,1181.525242,2556.605242
4060,16.0,56.15,36752.85,9.0,720.94,1226.29
4061,15.0,881.9341677,3001.69,11.0,740.2,10441.4758447
4062,10.0,102.45,30580.79,27.0,773.61,3539.76
4063,12.0,31.07,84125.56,15.0,768.93,1234.98
4064,18.0,31.47,32435.41,15.0,642.27,1114.32
4065,20.0,520.91,24844.0,16.0,652.04,8986.599999999999
4066,19.0,34.27,20847.12,5.0,840.01,1011.36
4067,7.0,518.99,2839.32,20.0,796.49,11176.29
4068,22.0,203.29,12242.7,21.0,603.62,4872.71
4069,15.0,397.73,23573.77,20.0,744.03,8698.630000000001
4070,18.0,110.33,43599.06,27.0,627.6,3606.51
4071,13.0,184.06,40259.56,17.0,752.47,3881.49
4072,11.0,45.27,43975.35,24.0,750.11,1836.59
4073,15.0,33.87,7216.89,19.0,633.29,1276.82
4074,13.0,582.73,15503.7,12.0,690.03,7682.79
4075,4.0,54.47,39054.51,8.0,698.25,1134.01
4076,15.0,369.08,16298.07,12.0,680.04,5109.0
4077,13.0,661.02,41841.94,18.0,532.39,12430.75
4078,16.0,34.24,1647.43,25.0,1377.305365,2233.305365
4079,7.0,297.9,3952.18,27.0,551.69,8594.99
4080,9.0,162.67,27380.31,11.0,685.59,2474.96
4081,21.0,1440.374841,75461.87,5.0,790.14,7992.014205
4082,15.0,1249.111705,27672.53,7.0,688.92,9432.701935
4083,15.0,40.14,25672.32,12.0,619.58,1101.26
4084,4.0,2428.850169,4233.1,24.0,698.25,58990.654056
4085,7.0,335.55,11014.53,7.0,698.25,3047.1
4086,12.0,311.37,24239.43,6.0,1169.29546,3037.51546
4087,4.0,732.16,47804.43,9.0,711.05,7300.49
4088,12.0,669.09,76289.99,19.0,452.441039,13165.151039
4089,15.0,406.81,15860.16,20.0,1109.51386,9245.71386
4090,17.0,1035.055824,12458.1,5.0,602.5,5777.77912
4091,24.0,67.78,25327.02,29.0,767.36,2732.98
4092,13.0,144.5,26328.63,18.0,591.51,3192.51
4093,16.0,63.81,24121.39,27.0,749.25,2472.12
4094,9.0,34.35,1252.82,22.0,751.55,1507.25
4095,17.0,166.04,30782.42,15.0,737.6,3228.2
4096,20.0,202.17,83172.98,1.0,825.13,1027.3
4097,11.0,214.74,36533.21,8.0,818.19,2536.11
4098,13.0,620.19,13225.19,13.0,643.84,8706.310000000001
4099,18.0,447.13,9009.15,22.0,752.16,10589.02
4100,9.0,1575.711972,39717.28,11.0,698.25,18031.081692
4101,15.0,440.56,91480.84,16.0,776.98,7825.94
4102,5.0,404.44,19384.0,5.0,849.94,2872.1400000000003
4103,15.0,153.74,35610.53,21.0,659.09,3887.63
4104,14.0,806.21,1693.52,10.0,686.02,8748.12
4105,12.0,174.18,28531.65,9.0,741.07,2308.69
4106,11.0,230.08,13534.33,5.0,781.37,1931.77
4107,7.0,177.15,49105.17,19.0,698.25,4064.1
4108,5.0,779.97,32963.37,25.0,745.44,20244.69
4109,7.0,276.2,35842.04,7.0,698.25,2631.65
4110,13.0,173.87,1045.85,24.0,638.63,4811.51
4111,16.0,125.98,94737.2,19.0,809.72,3203.34
4112,24.0,203.08,21223.13,27.0,1092.62951,6575.7895100000005
4113,10.0,452.62,8104.24,10.0,794.17,5320.37
4114,8.0,370.73,29162.05,17.0,582.71,6885.12
4115,20.0,30.06,11571.23,27.0,302.3028415,1113.9228415
4116,10.0,31.63,47134.54,16.0,698.25,1204.33
4117,14.0,37.32,13447.86,10.0,718.34,1091.54
4118,9.0,33.3,33283.99,16.0,698.25,1231.05
4119,7.0,1728.03,29708.53,5.0,780.96,9421.11
4120,6.0,133.21,21108.89,21.0,608.45,3405.8600000000006
4121,15.0,38.95,5598.39,20.0,697.35,1476.35
4122,12.0,162.59,28038.24,18.0,601.65,3528.27
4123,13.0,174.18,69845.81,8.0,837.19,2230.63
4124,19.0,270.84,29078.34,27.0,663.32,7975.999999999999
4125,14.0,108.16,27885.68,18.0,1248.021442,3194.901442
4126,11.0,168.46,25035.92,9.0,794.44,2310.58
4127,4.0,1021.58,38154.03,16.0,373.1501162,16718.4301162
4128,11.0,174.18,97560.94,4.0,408.3973773,1105.1173773
4129,13.0,32.51,1031.54,25.0,650.78,1463.53
4130,10.0,605.96,21652.52,28.0,561.04,17527.920000000002
4131,14.0,148.05,74407.62,6.0,823.01,1711.31
4132,23.0,167.63,39565.11,15.0,1131.167927,3645.617927
4133,9.0,686.45,6030.62,19.0,847.76,13890.31
4134,6.0,40.36,48521.6,29.0,351.4891098,1521.9291098
4135,12.0,33.07,31680.74,16.0,716.57,1245.69
4136,8.0,151.09,43525.39,16.0,529.14,2946.58
4137,12.0,416.62,45756.68,19.0,668.67,8584.449999999999
4138,1.0,77.31,43619.56,15.0,698.25,1857.9
4139,3.0,160.27,30747.53,29.0,1032.00896,5679.83896
4140,12.0,67.32,5578.64,12.0,783.18,1591.02
4141,16.0,188.43,17202.44,6.0,627.71,1758.29
4142,7.0,816.95,38674.79,22.0,762.15,18735.050000000003
4143,13.0,346.03,48090.63,18.0,669.01,6897.549999999999
4144,17.0,30.97,34774.36,15.0,628.75,1093.3
4145,9.0,83.13,22400.66,19.0,400.2594113,1979.7294113
4146,11.0,483.34,26125.07,2.0,731.41,1698.09
4147,7.0,277.56,47989.66,16.0,698.25,5139.21
4148,18.0,309.05,22690.52,25.0,202.4062306,7928.6562306
4149,10.0,47.33,42950.52,16.0,607.37,1364.65
4150,15.0,281.42,29506.18,13.0,738.2,4396.66
4151,6.0,119.83,13147.91,16.0,1019.382051,2936.662051
4152,16.0,45.73,46702.27,25.0,649.03,1792.28
4153,26.0,174.18,24211.86,12.0,571.45,2661.61
4154,13.0,34.33,29647.96,19.0,669.14,1321.41
4155,10.0,140.93,32169.27,14.0,645.18,2618.2
4156,16.0,495.67,16586.47,17.0,791.57,9217.96
4157,12.0,272.8,3804.67,11.0,712.8,3713.6
4158,21.0,343.84,20705.98,14.0,608.87,5422.629999999999
4159,10.0,1103.319661,4867.08,10.0,736.97,11770.166609999998
4160,14.0,179.24,28990.06,19.0,725.13,4130.6900000000005
4161,2.0,110.03,46600.77,16.0,646.89,2407.37
4162,16.0,789.08,25110.26,29.0,132.140959,23015.460959
4163,19.0,535.67,26148.76,10.0,678.19,6034.889999999999
4164,4.0,140.46,64924.82,11.0,786.65,2331.71
4165,21.0,30.16,24504.25,9.0,707.65,979.09
4166,21.0,33.71,4651.93,7.0,564.63,800.6
4167,2.0,242.63,5521.59,7.0,698.03,2396.44
4168,19.0,33.95,22060.19,24.0,109.1250551,923.9250551
4169,13.0,133.76,41262.35,16.0,673.86,2814.02
4170,15.0,79.53,28074.58,19.0,685.95,2197.02
4171,2.0,104.11,48097.45,7.0,864.5596173,1593.3296173
4172,10.0,171.83,99455.79,17.0,759.55,3680.66
4173,9.0,192.42,39111.52,16.0,785.06,3863.78
4174,18.0,138.63,954.96,20.0,631.89,3404.49
4175,24.0,257.09,15342.93,19.0,702.58,5587.289999999999
4176,12.0,266.09,42765.33,26.0,780.76,7699.099999999999
4177,10.0,1135.105465,25236.12,14.0,698.25,16589.72651
4178,1.0,87.56,43196.05,12.0,607.7,1658.42
4179,9.0,40.86,29550.01,15.0,719.22,1332.12
4180,11.0,714.78,12082.79,25.0,760.35,18629.85
4181,21.0,101.0,90505.17,8.0,700.75,1508.75
4182,20.0,257.97,75483.68,14.0,802.19,4413.77
4183,23.0,1285.284344,70939.52,11.0,701.23,14839.357783999998
4184,6.0,249.01,16913.94,20.0,618.19,5598.389999999999
4185,17.0,337.04,34558.0,26.0,712.64,9475.68
4186,3.0,97.03,48389.96,5.0,708.26,1193.41
4187,6.0,232.85,16891.93,27.0,698.25,6985.2
4188,9.0,31.42,25651.72,24.0,307.0479891,1061.1279891
4189,15.0,785.82,17174.44,21.0,589.31,17091.530000000002
4190,15.0,174.18,40057.67,29.78610668,631.51,5819.6540615224
4191,13.0,321.79,37844.12,23.0,120.9517676,7522.1217676
4192,9.0,125.46,27546.25,17.0,121.9997031,2254.8197030999995
4193,13.0,160.24,37367.26,29.27665737,789.14,5480.4315769688
4194,14.0,483.85,45050.56,22.0,501.12,11145.820000000002
4195,4.0,258.42,12080.34,29.0,789.12,8283.300000000001
4196,18.0,30.22,18652.25,8.0,537.51,779.27
4197,3.0,381.65,30425.78,16.0,325.3365862,6431.7365862
4198,4.0,1243.474104,21294.09,27.0,475.1232839,34048.9240919
4199,12.0,93.41,23318.4,24.0,743.76,2985.6000000000004
4200,17.0,196.25,92199.24,11.0,510.6800158,2669.4300158
4201,12.0,30.47,26524.54,23.0,634.11,1334.92
4202,15.0,156.25,25686.65,22.0,540.32,3977.82
4203,24.0,31.06,31304.27,16.0,798.57,1295.53
4204,2.0,31.62,32189.73,5.0,591.3,749.4
4205,4.0,32.73,28015.58,2.0,844.47,909.93
4206,15.0,542.19,14708.88,18.0,1108.380428,10867.800428000002
4207,5.0,502.47,7299.2,20.0,532.25,10581.65
4208,7.0,532.51,98408.35,14.0,765.6,8220.74
4209,23.0,95.01,11878.61,7.0,762.44,1427.5100000000002
4210,10.0,1024.793658,9015.57,17.0,660.72,18082.212186
4211,15.0,230.01,31737.22,18.0,948.7586103,5088.938610300001
4212,10.0,242.37,44606.24,17.0,807.56,4927.85
4213,15.0,209.2,58675.38,19.0,1258.020486,5232.820486
4214,23.0,247.01,48197.8,22.0,598.55,6032.77
4215,9.0,60.26,52180.83,4.0,698.25,939.29
4216,14.0,252.96,33952.7,25.0,540.52,6864.52
4217,13.0,144.06,7562.8,28.0,588.26,4621.9400000000005
4218,12.0,396.77,4829.25,15.0,527.05,6478.599999999999
4219,11.0,48.95,61130.83,1.0,841.04,889.99
4220,12.0,89.99,17989.26,9.0,648.8,1458.71
4221,7.0,1541.548044,8851.45,19.0,601.61,29891.022836
4222,5.0,144.7,9488.08,18.0,680.49,3285.09
4223,12.0,38.93,19844.66,15.0,727.22,1311.17
4224,13.0,137.78,84093.93,15.0,698.25,2764.95
4225,17.0,152.83,22407.37,13.0,790.16,2776.9500000000003
4226,23.0,274.43,30258.12,35.89847758,747.37,10598.9892022794
4227,22.0,68.41,3301.98,19.0,622.0,1921.79
4228,12.0,128.27,63021.19,19.0,740.91,3178.04
4229,3.0,126.48,35746.93,20.0,514.545612,3044.145612
4230,12.0,775.88,17013.17,7.0,698.25,6129.41
4231,19.0,79.0,2247.89,16.0,603.65,1867.65
4232,15.0,104.7,15469.08,8.0,698.25,1535.85
4233,7.0,565.83,3739.6,20.0,763.12,12079.72
4234,17.0,628.8,8598.82,24.0,698.25,15789.45
4235,24.0,107.18,27472.23,8.0,261.0391289,1118.4791289
4236,13.0,235.93,24136.39,0.553630302,707.36,837.97799715086
4237,6.0,1136.696711,32720.35,14.0,666.12,16579.873954
4238,13.0,390.94,32749.15,14.0,1105.746035,6578.906035
4239,13.0,191.49,45163.18,24.0,678.05,5273.81
4240,23.0,167.69,49498.65,9.0,767.3,2276.51
4241,9.0,174.18,19371.91,16.0,1172.326164,3959.206164
4242,4.0,498.26,30221.71,36.14118992,703.72,18711.429289539203
4243,6.0,42.69,16165.64,25.0,559.06,1626.31
4244,14.0,109.76,48695.58,8.0,422.4275806,1300.5075806
4245,20.0,187.47,45024.04,23.0,630.92,4942.7300000000005
4246,21.0,36.56,45383.31,17.0,668.65,1290.17
4247,12.0,172.57,35993.26,7.0,745.31,1953.3
4248,8.0,148.04,28109.37,27.0,698.25,4695.33
4249,19.0,60.59,35456.94,18.0,666.26,1756.88
4250,12.0,770.02,35530.39,29.0,798.03,23128.61
4251,21.0,72.92,4957.87,13.0,704.08,1652.04
4252,18.0,142.91,25329.52,16.0,714.68,3001.24
4253,6.0,174.18,25383.47,8.0,757.49,2150.9300000000003
4254,11.0,49.03,17022.13,21.0,621.73,1651.36
4255,2.0,114.42,26507.16,7.0,751.05,1551.99
4256,5.0,417.43,26070.75,10.0,598.0,4772.3
4257,16.0,129.44,37874.2,17.0,288.6572628,2489.1372628
4258,24.0,30.36,2872.09,20.0,717.62,1324.8200000000002
4259,14.0,216.48,15653.36,14.0,729.61,3760.33
4260,18.0,281.84,44298.65,5.0,753.88,2163.08
4261,12.0,142.96,6912.47,15.0,612.31,2756.71
4262,9.0,802.26,13882.49,17.0,789.76,14428.18
4263,9.0,1666.4486,33145.91,6.0,591.95,10590.6416
4264,22.0,164.63,79355.26,2.0,831.41,1160.67
4265,8.0,44.82,33073.24,18.0,566.43,1373.19
4266,4.0,1041.8,21364.97,2.0,779.71,2863.31
4267,5.0,65.11,936.25,7.0,698.25,1154.02
4268,11.0,177.34,28478.54,21.0,719.51,4443.65
4269,10.0,169.89,8007.44,47.61570675,608.7,8698.1324197575
4270,15.0,32.16,39998.34,26.0,706.58,1542.7399999999998
4271,9.0,882.8,21885.81,18.0,140.7377233,16031.1377233
4272,4.0,592.08,39713.94,16.0,608.03,10081.31
4273,7.0,41.58,10820.73,24.0,788.24,1786.16
4274,12.0,303.78,44287.49,22.0,676.95,7360.11
4275,13.0,62.05,9392.78,26.0,612.05,2225.35
4276,10.0,33.93,39800.0,7.0,601.7,839.21
4277,25.0,217.7,15204.51,15.0,767.22,4032.72
4278,13.0,172.0,14266.15,12.0,736.22,2800.2200000000003
4279,17.0,90.62,10146.69,16.0,779.57,2229.49
4280,15.0,367.4,3365.71,12.0,698.96,5107.759999999999
4281,18.0,450.54,13546.37,8.0,1128.080589,4732.400589
4282,13.0,84.24,58342.16,18.0,731.16,2247.48
4283,4.0,173.6,28888.96,16.0,748.57,3526.17
4284,16.0,174.18,19524.03,21.0,684.06,4341.84
4285,5.0,162.64,30783.1,18.0,791.14,3718.66
4286,18.0,174.18,28013.46,9.0,599.05,2166.67
4287,19.0,53.22,24217.05,15.0,668.74,1467.04
4288,11.0,174.18,6144.65,16.0,759.82,3546.7000000000003
4289,21.0,69.91,21601.84,16.0,752.2,1870.76
4290,15.0,326.46,26263.78,9.0,677.83,3615.97
4291,2.0,667.86,9060.14,18.0,700.11,12721.59
4292,8.0,768.8,3298.91,28.0,698.25,22224.65
4293,7.0,1517.745537,43866.17,19.0,731.27,29568.435203
4294,14.0,44.62,34393.25,9.0,601.41,1002.99
4295,5.0,139.24,28260.08,27.0,732.29,4491.77
4296,15.0,1390.667258,17288.63,16.0,698.25,22948.926128
4297,12.0,1113.636423,1464.56,28.0,698.25,31880.069844
4298,7.0,164.24,22810.68,13.0,752.9,2888.02
4299,17.0,1060.226139,25304.7,16.0,781.05,17744.668224
4300,15.0,146.29,26606.61,5.0,759.99,1491.44
4301,13.0,33.74,18372.03,16.0,704.26,1244.1
4302,14.0,71.88,21588.45,33.32451738,689.17,3084.5363092744
4303,12.0,221.89,4846.74,10.0,759.27,2978.17
4304,12.0,612.95,44338.16,25.0,662.13,15985.88
4305,11.0,865.52,46907.01,21.0,710.44,18886.36
4306,17.0,323.43,41586.46,21.0,626.5,7418.53
4307,19.0,33.28,20015.83,22.0,705.34,1437.5
4308,20.0,32.61,9253.86,21.0,685.49,1370.3
