customer_id,age,gender,region_category,membership_category,membership_grouped
8230,12,M,Town,Silver Membership,Paid
8231,19,F,City,Basic Membership,Basic
8232,28,F,City,No Membership,No Membership
8233,25,F,Town,Silver Membership,Paid
8234,56,M,City,Silver Membership,Paid
8235,44,F,City,Silver Membership,Paid
8236,63,F,Town,Silver Membership,Paid
8237,63,F,City,Basic Membership,Basic
8238,29,F,Town,Gold Membership,Paid
8239,37,M,Village,Gold Membership,Paid
8240,28,F,Village,No Membership,No Membership
8241,50,M,Town,No Membership,No Membership
8242,29,M,Town,Silver Membership,Paid
8243,57,F,Town,Gold Membership,Paid
8244,35,F,Town,Premium Membership,Paid
8245,55,M,Town,Premium Membership,Paid
8246,57,F,City,Platinum Membership,Paid
8247,16,M,Town,No Membership,No Membership
8248,42,F,Town,Basic Membership,Basic
8249,30,F,Town,Silver Membership,Paid
8250,41,F,Town,Gold Membership,Paid
8251,30,M,Town,Silver Membership,Paid
8252,33,M,City,Platinum Membership,Paid
8253,48,F,City,Basic Membership,Basic
8254,46,F,Village,Platinum Membership,Paid
8255,15,F,Town,No Membership,No Membership
8256,52,F,Town,Silver Membership,Paid
8257,34,F,Village,Gold Membership,Paid
8258,26,M,Village,No Membership,No Membership
8259,24,M,City,Basic Membership,Basic
8260,33,M,City,Premium Membership,Paid
8261,46,M,Town,No Membership,No Membership
8262,59,M,Town,Basic Membership,Basic
8263,38,F,Town,Silver Membership,Paid
8264,57,F,Village,Platinum Membership,Paid
8265,31,M,Town,Premium Membership,Paid
8266,42,F,Village,Silver Membership,Paid
8267,51,M,Town,Platinum Membership,Paid
8268,34,M,City,Silver Membership,Paid
8269,52,F,Town,No Membership,No Membership
8270,32,M,City,Gold Membership,Paid
8271,10,F,City,Platinum Membership,Paid
8272,29,M,Town,Basic Membership,Basic
8273,37,M,City,Gold Membership,Paid
8274,45,F,Town,Basic Membership,Basic
8275,56,M,Town,Gold Membership,Paid
8276,45,F,Town,No Membership,No Membership
8277,26,F,Town,Gold Membership,Paid
8278,22,M,Town,Platinum Membership,Paid
8279,28,F,Village,No Membership,No Membership
8280,18,F,City,Premium Membership,Paid
8281,63,F,City,Platinum Membership,Paid
8282,16,F,City,Gold Membership,Paid
8283,19,M,City,Basic Membership,Basic
8284,37,M,City,No Membership,No Membership
8285,47,M,City,Silver Membership,Paid
8286,20,M,Town,Basic Membership,Basic
8287,48,M,City,Platinum Membership,Paid
8288,13,F,Village,No Membership,No Membership
8289,62,F,Town,Silver Membership,Paid
8290,43,M,City,No Membership,No Membership
8291,17,F,City,No Membership,No Membership
8292,55,M,Town,Basic Membership,Basic
8293,57,F,Town,Silver Membership,Paid
8294,26,F,City,Platinum Membership,Paid
8295,28,F,Village,No Membership,No Membership
8296,42,M,City,No Membership,No Membership
8297,13,M,City,Gold Membership,Paid
8298,18,F,Village,Premium Membership,Paid
8299,43,F,City,Premium Membership,Paid
8300,43,M,City,Silver Membership,Paid
8301,14,F,Town,No Membership,No Membership
8302,57,M,Town,No Membership,No Membership
8303,53,M,Town,Silver Membership,Paid
8304,22,F,Town,Silver Membership,Paid
8305,52,M,Village,Gold Membership,Paid
8306,21,M,Town,Premium Membership,Paid
8307,11,F,City,No Membership,No Membership
8308,28,M,Town,Gold Membership,Paid
8309,42,F,City,Basic Membership,Basic
8310,15,M,Town,Gold Membership,Paid
8311,34,F,Town,Basic Membership,Basic
8312,32,M,City,Platinum Membership,Paid
8313,18,M,Town,Silver Membership,Paid
8314,21,F,City,No Membership,No Membership
8315,52,F,Town,Gold Membership,Paid
8316,37,F,Town,No Membership,No Membership
8317,16,M,City,Basic Membership,Basic
8318,14,F,City,Basic Membership,Basic
8319,49,F,City,Platinum Membership,Paid
8320,58,M,Town,Silver Membership,Paid
8321,21,Unknown,Town,Basic Membership,Basic
8322,35,M,City,Basic Membership,Basic
8323,16,F,Town,Platinum Membership,Paid
8324,38,M,Town,Silver Membership,Paid
8325,22,M,City,Basic Membership,Basic
8326,12,M,Town,Premium Membership,Paid
8327,61,M,Town,Platinum Membership,Paid
8328,23,F,City,Silver Membership,Paid
8329,29,F,Town,Gold Membership,Paid
8330,44,M,City,Platinum Membership,Paid
8331,19,M,City,Basic Membership,Basic
8332,26,F,City,Basic Membership,Basic
8333,31,M,Town,Gold Membership,Paid
8334,42,M,Town,Gold Membership,Paid
8335,39,F,Town,Premium Membership,Paid
8336,60,F,City,Gold Membership,Paid
8337,30,F,City,Basic Membership,Basic
8338,22,F,City,Platinum Membership,Paid
8339,20,F,Village,Platinum Membership,Paid
8340,57,M,City,Premium Membership,Paid
8341,35,M,Town,Gold Membership,Paid
8342,32,M,Town,Basic Membership,Basic
8343,62,M,City,No Membership,No Membership
8344,31,M,Town,Gold Membership,Paid
8345,64,M,Town,No Membership,No Membership
8346,20,M,Town,Basic Membership,Basic
8347,11,F,Town,Silver Membership,Paid
8348,27,F,Town,Basic Membership,Basic
8349,25,F,Town,Gold Membership,Paid
8350,38,F,Town,Basic Membership,Basic
8351,54,F,City,Premium Membership,Paid
8352,48,M,City,Silver Membership,Paid
8353,62,M,Town,Basic Membership,Basic
8354,55,M,City,Basic Membership,Basic
8355,10,F,Town,Silver Membership,Paid
8356,18,M,Town,Premium Membership,Paid
8357,19,F,Village,Platinum Membership,Paid
8358,52,M,Village,Gold Membership,Paid
8359,45,F,Town,Basic Membership,Basic
8360,10,M,Town,No Membership,No Membership
8361,59,F,Town,Premium Membership,Paid
8362,59,M,Town,Gold Membership,Paid
8363,33,F,City,Platinum Membership,Paid
8364,44,M,City,Silver Membership,Paid
8365,54,M,Town,Basic Membership,Basic
8366,52,F,City,No Membership,No Membership
8367,42,M,City,No Membership,No Membership
8368,19,F,Village,Basic Membership,Basic
8369,31,F,Town,Silver Membership,Paid
8370,24,M,City,Silver Membership,Paid
8371,16,M,City,No Membership,No Membership
8372,42,F,City,Gold Membership,Paid
8373,12,F,Town,Silver Membership,Paid
8374,40,M,Town,No Membership,No Membership
8375,43,M,Town,Silver Membership,Paid
8376,20,F,Town,No Membership,No Membership
8377,48,M,Town,Silver Membership,Paid
8378,52,F,Town,Basic Membership,Basic
8379,42,M,City,Silver Membership,Paid
8380,63,F,City,Gold Membership,Paid
8381,36,M,Town,Gold Membership,Paid
8382,59,M,City,Silver Membership,Paid
8383,28,F,Town,Platinum Membership,Paid
8384,14,F,Town,Silver Membership,Paid
8385,59,M,Town,Basic Membership,Basic
8386,34,M,Town,Platinum Membership,Paid
8387,19,F,City,Premium Membership,Paid
8388,55,F,Town,No Membership,No Membership
8389,24,M,City,Basic Membership,Basic
8390,28,M,City,Premium Membership,Paid
8391,43,F,Town,No Membership,No Membership
8392,57,M,City,No Membership,No Membership
8393,63,M,Town,Gold Membership,Paid
8394,61,M,City,Silver Membership,Paid
8395,51,M,Town,Gold Membership,Paid
8396,33,M,Town,Platinum Membership,Paid
8397,37,M,Town,Premium Membership,Paid
8398,15,M,Town,Basic Membership,Basic
8399,53,F,City,Premium Membership,Paid
8400,46,M,Town,Gold Membership,Paid
8401,56,M,Town,Platinum Membership,Paid
8402,62,M,Town,Basic Membership,Basic
8403,12,F,City,Gold Membership,Paid
8404,63,F,Town,Basic Membership,Basic
8405,22,M,Town,No Membership,No Membership
8406,55,M,City,No Membership,No Membership
8407,37,M,Village,No Membership,No Membership
8408,12,M,Town,No Membership,No Membership
8409,43,M,Town,Basic Membership,Basic
8410,20,M,Town,Silver Membership,Paid
8411,53,F,Town,Silver Membership,Paid
8412,32,F,Town,Basic Membership,Basic
8413,30,F,Village,No Membership,No Membership
8414,36,M,Town,No Membership,No Membership
8415,61,F,Town,No Membership,No Membership
8416,18,F,City,No Membership,No Membership
8417,55,M,Town,Basic Membership,Basic
8418,54,F,Town,Basic Membership,Basic
8419,15,F,Town,Gold Membership,Paid
8420,56,F,Town,No Membership,No Membership
8421,24,M,Town,No Membership,No Membership
8422,38,M,City,Basic Membership,Basic
8423,17,F,City,Silver Membership,Paid
8424,50,F,Village,No Membership,No Membership
8425,14,F,Town,Gold Membership,Paid
8426,19,F,Town,Basic Membership,Basic
8427,58,F,Town,No Membership,No Membership
8428,26,F,Town,Gold Membership,Paid
8429,15,F,Town,Gold Membership,Paid
8430,39,M,Village,Basic Membership,Basic
8431,28,F,Town,Gold Membership,Paid
8432,22,M,City,No Membership,No Membership
8433,60,M,Town,No Membership,No Membership
8434,60,M,City,Premium Membership,Paid
8435,22,M,Village,Premium Membership,Paid
8436,31,M,Town,Basic Membership,Basic
8437,56,F,City,Gold Membership,Paid
8438,23,M,City,Premium Membership,Paid
8439,22,M,City,Gold Membership,Paid
8440,29,M,Town,No Membership,No Membership
8441,11,F,Town,Basic Membership,Basic
8442,17,M,Town,Silver Membership,Paid
8443,59,M,City,Basic Membership,Basic
8444,38,M,Village,Silver Membership,Paid
8445,62,F,City,Platinum Membership,Paid
8446,38,F,City,Basic Membership,Basic
8447,35,M,Town,Gold Membership,Paid
8448,42,M,Town,Gold Membership,Paid
8449,19,M,Town,No Membership,No Membership
8450,18,M,City,Basic Membership,Basic
8451,12,F,Town,No Membership,No Membership
8452,30,F,Town,Silver Membership,Paid
8453,35,F,City,Silver Membership,Paid
8454,10,F,Village,Gold Membership,Paid
8455,61,F,Village,No Membership,No Membership
8456,33,M,City,Platinum Membership,Paid
8457,18,F,City,No Membership,No Membership
8458,21,M,Town,Gold Membership,Paid
8459,61,F,City,Basic Membership,Basic
8460,49,F,City,Basic Membership,Basic
8461,44,F,Village,Basic Membership,Basic
8462,55,F,Town,No Membership,No Membership
8463,38,M,Town,Silver Membership,Paid
8464,61,F,Town,Basic Membership,Basic
8465,34,M,City,Gold Membership,Paid
8466,63,F,Village,No Membership,No Membership
8467,24,M,City,Basic Membership,Basic
8468,14,M,City,Platinum Membership,Paid
8469,43,M,City,Basic Membership,Basic
8470,48,F,Town,Platinum Membership,Paid
8471,11,F,Town,Premium Membership,Paid
8472,49,F,Town,Gold Membership,Paid
8473,11,F,Town,No Membership,No Membership
8474,21,M,Town,Silver Membership,Paid
8475,31,F,Village,Basic Membership,Basic
8476,52,M,Town,Basic Membership,Basic
8477,53,M,Town,Premium Membership,Paid
8478,43,M,City,Basic Membership,Basic
8479,36,M,Town,Platinum Membership,Paid
8480,11,M,Town,Platinum Membership,Paid
8481,48,M,City,No Membership,No Membership
8482,51,F,Town,Premium Membership,Paid
8483,39,M,Village,No Membership,No Membership
8484,53,F,Town,Platinum Membership,Paid
8485,19,M,City,Silver Membership,Paid
8486,25,F,Town,Silver Membership,Paid
8487,21,F,City,Basic Membership,Basic
8488,45,F,Town,Basic Membership,Basic
8489,34,M,Town,Gold Membership,Paid
8490,30,F,Town,Gold Membership,Paid
8491,17,F,Town,Silver Membership,Paid
8492,60,F,Town,Basic Membership,Basic
8493,61,M,Village,Gold Membership,Paid
8494,61,M,Town,Basic Membership,Basic
8495,33,F,Town,Premium Membership,Paid
8496,57,F,City,Platinum Membership,Paid
8497,50,F,City,Platinum Membership,Paid
8498,62,M,City,Basic Membership,Basic
8499,29,F,Town,Gold Membership,Paid
8500,15,F,Village,Platinum Membership,Paid
8501,38,F,City,Basic Membership,Basic
8502,29,M,Town,Gold Membership,Paid
8503,19,M,City,Basic Membership,Basic
8504,13,M,City,Silver Membership,Paid
8505,48,F,City,No Membership,No Membership
8506,60,M,Village,No Membership,No Membership
8507,46,M,Village,Premium Membership,Paid
8508,54,M,Town,Basic Membership,Basic
8509,59,M,City,No Membership,No Membership
8510,59,M,Town,Platinum Membership,Paid
8511,53,M,Town,Basic Membership,Basic
8512,46,M,Town,Silver Membership,Paid
8513,33,M,Town,No Membership,No Membership
8514,54,F,Town,Basic Membership,Basic
8515,20,F,Town,Premium Membership,Paid
8516,45,M,City,Basic Membership,Basic
8517,55,M,Village,Silver Membership,Paid
8518,55,F,Village,Platinum Membership,Paid
8519,61,F,City,Basic Membership,Basic
8520,63,F,City,Gold Membership,Paid
8521,57,M,City,No Membership,No Membership
8522,47,F,City,Gold Membership,Paid
8523,42,M,City,Gold Membership,Paid
8524,13,F,City,Platinum Membership,Paid
8525,56,F,Village,No Membership,No Membership
8526,40,M,City,Basic Membership,Basic
8527,20,M,Town,Gold Membership,Paid
8528,13,F,City,Silver Membership,Paid
8529,48,M,Town,No Membership,No Membership
8530,49,M,Town,Basic Membership,Basic
8531,23,M,City,Silver Membership,Paid
8532,50,M,Village,No Membership,No Membership
8533,42,M,City,Basic Membership,Basic
8534,38,F,Town,Silver Membership,Paid
8535,62,M,City,Gold Membership,Paid
8536,59,F,City,Basic Membership,Basic
8537,62,M,City,Gold Membership,Paid
8538,11,F,City,Basic Membership,Basic
8539,25,F,City,Basic Membership,Basic
8540,46,F,City,Basic Membership,Basic
8541,33,F,City,Basic Membership,Basic
8542,22,F,Town,Premium Membership,Paid
8543,22,F,Town,No Membership,No Membership
8544,49,F,Village,Premium Membership,Paid
8545,49,M,Village,No Membership,No Membership
8546,43,M,Town,Gold Membership,Paid
8547,45,F,Town,Gold Membership,Paid
8548,47,M,Town,Premium Membership,Paid
8549,50,M,Town,Silver Membership,Paid
8550,15,M,Town,Basic Membership,Basic
8551,18,M,Town,Premium Membership,Paid
8552,21,F,Village,Silver Membership,Paid
8553,62,M,City,No Membership,No Membership
8554,40,F,City,No Membership,No Membership
8555,59,F,City,Basic Membership,Basic
8556,59,F,Town,Basic Membership,Basic
8557,31,Unknown,Town,Basic Membership,Basic
8558,62,F,Town,Premium Membership,Paid
8559,20,M,Town,Platinum Membership,Paid
8560,62,F,Town,Basic Membership,Basic
8561,36,M,Town,Gold Membership,Paid
8562,28,F,Town,Silver Membership,Paid
8563,32,M,Town,No Membership,No Membership
8564,40,F,City,Silver Membership,Paid
8565,55,M,City,Basic Membership,Basic
8566,52,M,Town,Premium Membership,Paid
8567,45,F,Town,No Membership,No Membership
8568,27,F,Town,Gold Membership,Paid
8569,42,M,Town,Basic Membership,Basic
8570,44,F,Village,No Membership,No Membership
8571,38,M,Town,Gold Membership,Paid
8572,51,M,Town,Silver Membership,Paid
8573,64,F,Town,Silver Membership,Paid
8574,47,M,Village,Silver Membership,Paid
8575,29,F,Town,Platinum Membership,Paid
8576,12,M,Town,Premium Membership,Paid
8577,58,M,City,Silver Membership,Paid
8578,49,F,Town,Basic Membership,Basic
8579,54,M,Town,No Membership,No Membership
8580,60,M,Town,Basic Membership,Basic
8581,29,M,Village,Basic Membership,Basic
8582,12,M,City,No Membership,No Membership
8583,55,M,Town,Gold Membership,Paid
8584,56,M,Town,Silver Membership,Paid
8585,48,M,Village,No Membership,No Membership
8586,15,M,Town,Gold Membership,Paid
8587,40,F,City,Gold Membership,Paid
8588,49,M,City,Silver Membership,Paid
8589,17,F,City,Gold Membership,Paid
8590,63,M,Town,No Membership,No Membership
8591,43,M,City,Gold Membership,Paid
8592,57,M,City,No Membership,No Membership
8593,35,F,City,Basic Membership,Basic
8594,46,F,Town,Silver Membership,Paid
8595,25,F,City,No Membership,No Membership
8596,40,F,Town,Platinum Membership,Paid
8597,61,F,Town,Gold Membership,Paid
8598,13,M,Town,Basic Membership,Basic
8599,11,F,City,Basic Membership,Basic
8600,53,F,Town,Basic Membership,Basic
8601,33,M,City,No Membership,No Membership
8602,43,M,Village,No Membership,No Membership
8603,30,F,Town,Premium Membership,Paid
8604,15,F,Town,Platinum Membership,Paid
8605,38,F,Town,Platinum Membership,Paid
8606,11,F,Village,Silver Membership,Paid
8607,44,F,Village,No Membership,No Membership
8608,42,M,Town,Basic Membership,Basic
8609,51,F,City,Basic Membership,Basic
8610,12,M,Town,Silver Membership,Paid
8611,28,F,Town,Premium Membership,Paid
8612,40,F,Town,Silver Membership,Paid
8613,28,M,Town,Basic Membership,Basic
8614,46,F,City,Platinum Membership,Paid
8615,45,F,City,Basic Membership,Basic
8616,63,M,Town,Basic Membership,Basic
8617,47,M,Village,Gold Membership,Paid
8618,45,M,Town,Premium Membership,Paid
8619,31,F,Town,Basic Membership,Basic
8620,14,F,Town,Basic Membership,Basic
8621,50,F,Town,Gold Membership,Paid
8622,17,M,City,Gold Membership,Paid
8623,60,M,City,Silver Membership,Paid
8624,35,M,Town,Basic Membership,Basic
8625,12,F,City,Silver Membership,Paid
8626,46,F,City,No Membership,No Membership
8627,31,M,Town,Basic Membership,Basic
8628,43,M,Town,No Membership,No Membership
8629,43,F,Town,Gold Membership,Paid
8630,27,M,Village,Premium Membership,Paid
8631,20,M,Town,Premium Membership,Paid
8632,30,M,City,Basic Membership,Basic
8633,28,F,City,Silver Membership,Paid
8634,28,M,City,Premium Membership,Paid
8635,25,M,Town,Premium Membership,Paid
8636,48,M,Town,Premium Membership,Paid
8637,61,F,City,Silver Membership,Paid
8638,38,F,City,Platinum Membership,Paid
8639,56,M,City,Gold Membership,Paid
8640,18,M,Town,Premium Membership,Paid
8641,35,F,Town,Platinum Membership,Paid
8642,21,M,Town,No Membership,No Membership
8643,37,F,Village,Basic Membership,Basic
8644,19,F,Town,Basic Membership,Basic
8645,42,M,Town,Platinum Membership,Paid
8646,61,M,City,No Membership,No Membership
8647,10,M,Town,Gold Membership,Paid
8648,55,M,City,No Membership,No Membership
8649,52,F,Town,Gold Membership,Paid
8650,36,F,City,Silver Membership,Paid
8651,18,M,Town,Basic Membership,Basic
8652,13,M,Village,Gold Membership,Paid
8653,43,F,Town,Basic Membership,Basic
8654,10,F,City,Silver Membership,Paid
8655,48,F,City,No Membership,No Membership
8656,51,F,City,Silver Membership,Paid
8657,37,M,Town,Basic Membership,Basic
8658,10,M,Village,No Membership,No Membership
8659,12,M,Town,Gold Membership,Paid
8660,51,M,Village,Premium Membership,Paid
8661,40,M,Town,Basic Membership,Basic
8662,19,M,Town,Platinum Membership,Paid
8663,20,M,Town,Gold Membership,Paid
8664,56,M,City,Silver Membership,Paid
8665,38,F,Town,Basic Membership,Basic
8666,29,M,Town,Basic Membership,Basic
8667,23,M,Town,Silver Membership,Paid
8668,54,F,Village,No Membership,No Membership
8669,44,M,Town,No Membership,No Membership
8670,19,M,Town,No Membership,No Membership
8671,53,M,Town,Platinum Membership,Paid
8672,28,F,City,Basic Membership,Basic
8673,59,F,Village,Basic Membership,Basic
8674,12,F,City,No Membership,No Membership
8675,21,F,City,Platinum Membership,Paid
8676,14,F,Town,Gold Membership,Paid
8677,20,F,Town,Platinum Membership,Paid
8678,22,M,Town,Premium Membership,Paid
8679,51,F,City,Silver Membership,Paid
8680,13,M,City,Gold Membership,Paid
8681,56,F,City,No Membership,No Membership
8682,10,M,City,Gold Membership,Paid
8683,42,M,City,No Membership,No Membership
8684,49,F,Town,Basic Membership,Basic
8685,26,F,Town,Platinum Membership,Paid
8686,64,F,Town,No Membership,No Membership
8687,45,M,City,Basic Membership,Basic
8688,22,F,Village,No Membership,No Membership
8689,29,F,Town,No Membership,No Membership
8690,19,F,Town,Gold Membership,Paid
8691,62,F,Town,Basic Membership,Basic
8692,50,F,Town,Silver Membership,Paid
8693,22,F,City,Silver Membership,Paid
8694,47,F,City,No Membership,No Membership
8695,47,M,Town,No Membership,No Membership
8696,46,M,Town,Gold Membership,Paid
8697,42,F,Town,Basic Membership,Basic
8698,31,M,Town,Platinum Membership,Paid
8699,45,M,City,Gold Membership,Paid
8700,42,M,City,Basic Membership,Basic
8701,18,M,Village,Silver Membership,Paid
8702,44,F,Village,Platinum Membership,Paid
8703,50,F,Town,No Membership,No Membership
8704,43,F,City,Gold Membership,Paid
8705,54,F,Village,Premium Membership,Paid
8706,40,F,Town,Silver Membership,Paid
8707,58,F,Village,No Membership,No Membership
8708,34,F,City,No Membership,No Membership
8709,25,F,City,Silver Membership,Paid
8710,36,M,City,Premium Membership,Paid
8711,13,M,Town,No Membership,No Membership
8712,41,F,Town,Silver Membership,Paid
8713,27,F,City,Silver Membership,Paid
8714,44,M,City,Silver Membership,Paid
8715,10,M,City,Gold Membership,Paid
8716,42,F,City,Platinum Membership,Paid
8717,14,F,Town,Basic Membership,Basic
8718,40,M,City,Basic Membership,Basic
8719,16,M,City,Basic Membership,Basic
8720,40,M,Town,Premium Membership,Paid
8721,28,F,Town,Silver Membership,Paid
8722,40,M,Town,Gold Membership,Paid
8723,15,M,Town,No Membership,No Membership
8724,22,M,City,No Membership,No Membership
8725,44,M,Village,Gold Membership,Paid
8726,63,F,Village,No Membership,No Membership
8727,20,M,City,Gold Membership,Paid
8728,56,M,Town,Premium Membership,Paid
8729,63,F,Town,Silver Membership,Paid
8730,63,M,Town,Premium Membership,Paid
8731,10,F,Town,Basic Membership,Basic
8732,43,F,City,Silver Membership,Paid
8733,43,F,City,Basic Membership,Basic
8734,44,M,Town,No Membership,No Membership
8735,27,F,Town,Basic Membership,Basic
8736,19,M,Town,Gold Membership,Paid
8737,61,F,Town,No Membership,No Membership
8738,46,F,Town,Gold Membership,Paid
8739,26,F,Village,No Membership,No Membership
8740,57,M,Town,Platinum Membership,Paid
8741,12,M,Town,Gold Membership,Paid
8742,47,F,Town,Basic Membership,Basic
8743,48,M,Town,Silver Membership,Paid
8744,52,M,Town,Gold Membership,Paid
8745,33,M,City,No Membership,No Membership
8746,25,F,Town,No Membership,No Membership
8747,29,F,City,Basic Membership,Basic
8748,57,M,Town,Basic Membership,Basic
8749,53,F,City,Basic Membership,Basic
8750,31,M,Town,No Membership,No Membership
8751,15,F,Town,Gold Membership,Paid
8752,30,M,Village,Basic Membership,Basic
8753,29,F,City,Gold Membership,Paid
8754,28,M,Town,Silver Membership,Paid
8755,57,M,City,Basic Membership,Basic
8756,12,M,Village,No Membership,No Membership
8757,53,M,Town,Silver Membership,Paid
8758,55,F,Village,Premium Membership,Paid
8759,25,F,Town,Platinum Membership,Paid
8760,57,M,Town,Gold Membership,Paid
8761,59,M,Town,Silver Membership,Paid
8762,26,M,City,Platinum Membership,Paid
8763,38,F,Town,Basic Membership,Basic
8764,59,F,Town,Gold Membership,Paid
8765,32,M,City,Basic Membership,Basic
8766,42,F,Town,Premium Membership,Paid
8767,19,M,Village,Basic Membership,Basic
8768,63,M,Town,Premium Membership,Paid
8769,64,M,City,Platinum Membership,Paid
8770,35,M,Town,No Membership,No Membership
8771,56,F,Town,Basic Membership,Basic
8772,40,M,Town,Gold Membership,Paid
8773,51,M,City,Gold Membership,Paid
8774,57,M,Town,Platinum Membership,Paid
8775,57,F,Town,Silver Membership,Paid
8776,61,M,Village,Platinum Membership,Paid
8777,58,M,Town,Gold Membership,Paid
8778,13,M,Town,Premium Membership,Paid
8779,55,M,City,Silver Membership,Paid
8780,59,F,City,Basic Membership,Basic
8781,55,M,Town,Gold Membership,Paid
8782,40,M,Town,Silver Membership,Paid
8783,49,M,City,Platinum Membership,Paid
8784,38,F,City,Basic Membership,Basic
8785,31,F,Village,Platinum Membership,Paid
8786,14,M,City,No Membership,No Membership
8787,62,F,Town,Silver Membership,Paid
8788,38,M,Village,No Membership,No Membership
8789,20,F,City,Basic Membership,Basic
8790,57,F,Town,Gold Membership,Paid
8791,43,F,Town,Gold Membership,Paid
8792,64,M,Town,Platinum Membership,Paid
8793,28,M,Town,No Membership,No Membership
8794,25,F,Town,Silver Membership,Paid
8795,15,F,Village,No Membership,No Membership
8796,24,M,Town,Gold Membership,Paid
8797,51,M,Town,Silver Membership,Paid
8798,47,F,City,Premium Membership,Paid
8799,42,M,Town,Premium Membership,Paid
8800,42,M,City,Premium Membership,Paid
8801,46,M,Town,Silver Membership,Paid
8802,48,F,Town,Gold Membership,Paid
8803,32,F,Town,No Membership,No Membership
8804,23,M,Town,Premium Membership,Paid
8805,28,M,Town,No Membership,No Membership
8806,19,F,City,No Membership,No Membership
8807,59,F,Town,Basic Membership,Basic
8808,34,M,Village,No Membership,No Membership
8809,49,F,Village,Platinum Membership,Paid
8810,61,F,Town,Gold Membership,Paid
8811,58,M,City,Platinum Membership,Paid
8812,17,M,Village,No Membership,No Membership
8813,38,F,City,Platinum Membership,Paid
8814,21,F,City,No Membership,No Membership
8815,27,F,City,Basic Membership,Basic
8816,30,F,Town,Gold Membership,Paid
8817,34,F,Town,Platinum Membership,Paid
8818,12,F,Town,No Membership,No Membership
8819,46,M,Town,Gold Membership,Paid
8820,42,M,Town,Premium Membership,Paid
8821,18,M,City,No Membership,No Membership
8822,28,M,Town,No Membership,No Membership
8823,42,F,Town,Basic Membership,Basic
8824,41,M,Town,No Membership,No Membership
8825,11,F,Town,Platinum Membership,Paid
8826,56,M,Town,Basic Membership,Basic
8827,47,M,Town,Silver Membership,Paid
8828,29,M,Town,Premium Membership,Paid
8829,33,F,Town,Platinum Membership,Paid
8830,33,M,Town,Gold Membership,Paid
8831,47,M,City,Gold Membership,Paid
8832,20,Unknown,Town,Premium Membership,Paid
8833,19,F,Town,Platinum Membership,Paid
8834,39,F,Town,Basic Membership,Basic
8835,64,M,Town,Basic Membership,Basic
8836,15,M,City,No Membership,No Membership
8837,50,M,City,Platinum Membership,Paid
8838,36,F,City,Premium Membership,Paid
8839,32,F,Town,Silver Membership,Paid
8840,57,F,City,Basic Membership,Basic
8841,44,F,Town,Platinum Membership,Paid
8842,59,M,Town,Gold Membership,Paid
8843,14,F,City,No Membership,No Membership
8844,36,M,Town,Basic Membership,Basic
8845,19,F,City,Silver Membership,Paid
8846,23,F,City,Premium Membership,Paid
8847,55,F,Town,Silver Membership,Paid
8848,64,M,Town,Silver Membership,Paid
8849,49,F,Town,Platinum Membership,Paid
8850,56,F,City,Silver Membership,Paid
8851,63,M,City,Basic Membership,Basic
8852,58,F,Town,Platinum Membership,Paid
8853,50,F,City,Basic Membership,Basic
8854,50,F,City,Gold Membership,Paid
8855,27,F,Town,Premium Membership,Paid
8856,22,F,Village,Basic Membership,Basic
8857,25,M,Town,Basic Membership,Basic
8858,14,F,City,No Membership,No Membership
8859,59,F,Town,Silver Membership,Paid
8860,53,F,Village,Basic Membership,Basic
8861,32,M,City,Premium Membership,Paid
8862,13,M,Town,Basic Membership,Basic
8863,32,F,Town,Platinum Membership,Paid
8864,64,M,Town,Gold Membership,Paid
8865,28,F,City,Silver Membership,Paid
8866,15,F,Town,No Membership,No Membership
8867,64,F,Town,No Membership,No Membership
8868,13,F,Town,Silver Membership,Paid
8869,59,M,City,Premium Membership,Paid
8870,19,M,Town,Silver Membership,Paid
8871,57,F,Town,Basic Membership,Basic
8872,36,F,City,Gold Membership,Paid
8873,24,F,Town,Basic Membership,Basic
8874,14,F,Village,Gold Membership,Paid
8875,64,F,Town,Platinum Membership,Paid
8876,29,M,City,Premium Membership,Paid
8877,20,M,Town,Gold Membership,Paid
8878,29,M,Town,No Membership,No Membership
8879,23,F,City,Basic Membership,Basic
8880,63,F,Village,No Membership,No Membership
8881,36,M,Town,Platinum Membership,Paid
8882,45,M,City,Gold Membership,Paid
8883,43,M,City,Platinum Membership,Paid
8884,34,M,Village,Silver Membership,Paid
8885,56,F,Village,No Membership,No Membership
8886,45,M,Town,Platinum Membership,Paid
8887,41,M,Town,Gold Membership,Paid
8888,55,M,Town,Basic Membership,Basic
8889,32,M,Village,Gold Membership,Paid
8890,46,M,Town,No Membership,No Membership
8891,35,M,Town,No Membership,No Membership
8892,21,M,Town,No Membership,No Membership
8893,60,M,Town,Silver Membership,Paid
8894,32,F,Town,Basic Membership,Basic
8895,24,F,Town,No Membership,No Membership
8896,24,F,Town,No Membership,No Membership
8897,17,F,Town,Premium Membership,Paid
8898,62,M,City,Basic Membership,Basic
8899,56,F,City,Premium Membership,Paid
8900,44,M,Town,Gold Membership,Paid
8901,25,F,Town,Silver Membership,Paid
8902,11,M,Village,Silver Membership,Paid
8903,64,F,Town,Silver Membership,Paid
8904,17,F,Town,No Membership,No Membership
8905,44,F,Town,Silver Membership,Paid
8906,55,F,Village,Premium Membership,Paid
8907,48,F,City,Basic Membership,Basic
