customer_id,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,used_special_discount,offer_application_preference
11650,No,Without Offers,Desktop,Mobile_Data,Yes,No
11651,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11652,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
11653,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
11654,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
11655,No,Without Offers,Both,Wi-Fi,No,Yes
11656,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,Yes
11657,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11658,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
11659,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
11660,No,Without Offers,Desktop,Fiber_Optic,Yes,No
11661,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
11662,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
11663,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
11664,No,Without Offers,Smartphone,Wi-Fi,Yes,No
11665,Yes,Without Offers,Both,Fiber_Optic,Yes,No
11666,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
11667,No,Without Offers,Smartphone,Wi-Fi,No,Yes
11668,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
11669,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
11670,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
11671,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
11672,No,Without Offers,Smartphone,Wi-Fi,No,Yes
11673,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
11674,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
11675,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
11676,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
11677,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
11678,No,Without Offers,Desktop,Mobile_Data,Yes,No
11679,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
11680,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
11681,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
11682,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,Yes
11683,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
11684,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
11685,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11686,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
11687,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
11688,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
11689,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
11690,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
11691,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
11692,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
11693,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
11694,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
11695,No,Without Offers,Desktop,Fiber_Optic,No,Yes
11696,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
11697,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes
11698,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
11699,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
11700,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
11701,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
11702,No,Without Offers,Desktop,Fiber_Optic,No,Yes
11703,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
11704,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
11705,No,Without Offers,Both,Mobile_Data,Yes,No
11706,No,Without Offers,Smartphone,Fiber_Optic,Yes,Yes
11707,No,Without Offers,Desktop,Fiber_Optic,Yes,No
11708,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
11709,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
11710,No,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
11711,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
11712,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
11713,No,Without Offers,Desktop,Mobile_Data,No,Yes
11714,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
11715,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
11716,No,Without Offers,Desktop,Mobile_Data,Yes,No
11717,Yes,Without Offers,Desktop,Mobile_Data,Yes,Yes
11718,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
11719,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
11720,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
11721,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
11722,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,Yes
11723,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,Yes
11724,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11725,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
11726,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
11727,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
11728,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
11729,Yes,Credit/Debit Card Offers,Both,Wi-Fi,Yes,No
11730,No,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,No
11731,Yes,Credit/Debit Card Offers,Both,Wi-Fi,Yes,No
11732,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11733,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
11734,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
11735,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
11736,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
11737,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
11738,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
11739,No,Without Offers,Smartphone,Wi-Fi,No,Yes
11740,No,Without Offers,Desktop,Wi-Fi,No,Yes
11741,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
11742,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
11743,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
11744,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
11745,Yes,Without Offers,Both,Mobile_Data,No,Yes
11746,No,Without Offers,Desktop,Fiber_Optic,Yes,No
11747,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
11748,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
11749,No,Without Offers,Desktop,Mobile_Data,Yes,Yes
11750,Yes,Credit/Debit Card Offers,Both,Mobile_Data,No,Yes
11751,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
11752,No,Without Offers,Desktop,Wi-Fi,Yes,No
11753,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
11754,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
11755,No,Without Offers,Smartphone,Wi-Fi,Yes,No
11756,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
11757,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
11758,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
11759,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
11760,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
11761,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
11762,No,Gift Vouchers/Coupons,Both,Wi-Fi,Yes,No
11763,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
11764,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
11765,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
11766,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
11767,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
11768,No,Without Offers,Smartphone,Mobile_Data,No,Yes
11769,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
11770,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
11771,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
11772,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
11773,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
11774,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
11775,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
11776,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
11777,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
11778,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes
11779,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
11780,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes
11781,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11782,Yes,Without Offers,Both,Wi-Fi,Yes,No
11783,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
11784,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
11785,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
11786,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
11787,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
11788,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
11789,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
11790,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
11791,No,Without Offers,Desktop,Fiber_Optic,Yes,No
11792,No,Without Offers,Desktop,Mobile_Data,No,Yes
11793,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
11794,No,Without Offers,Desktop,Wi-Fi,Yes,No
11795,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
11796,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
11797,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
11798,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
11799,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
11800,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
11801,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11802,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
11803,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
11804,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
11805,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,Yes
11806,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
11807,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11808,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
11809,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
11810,No,Credit/Debit Card Offers,Both,Wi-Fi,Yes,No
11811,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
11812,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
11813,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
11814,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
11815,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
11816,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11817,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
11818,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
11819,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
11820,No,Without Offers,Desktop,Fiber_Optic,Yes,Yes
11821,Yes,Without Offers,Both,Wi-Fi,Yes,Yes
11822,No,Without Offers,Desktop,Fiber_Optic,No,Yes
11823,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
11824,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,Yes
11825,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
11826,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
11827,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
11828,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
11829,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
11830,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
11831,No,Without Offers,Both,Wi-Fi,Yes,No
11832,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
11833,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
11834,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,Yes
11835,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
11836,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
11837,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
11838,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
11839,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
11840,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
11841,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,Yes
11842,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
11843,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
11844,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
11845,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes
11846,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11847,Yes,Without Offers,Both,Fiber_Optic,Yes,Yes
11848,No,Without Offers,Smartphone,Mobile_Data,No,Yes
11849,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
11850,No,Without Offers,Desktop,Fiber_Optic,Yes,Yes
11851,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
11852,No,Without Offers,Desktop,Wi-Fi,Yes,Yes
11853,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
11854,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
11855,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
11856,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
11857,Yes,Without Offers,Both,Wi-Fi,Yes,No
11858,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
11859,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
11860,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
11861,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
11862,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
11863,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11864,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
11865,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
11866,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
11867,No,Without Offers,Desktop,Wi-Fi,No,Yes
11868,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
11869,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
11870,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
11871,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
11872,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
11873,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
11874,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
11875,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
11876,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
11877,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
11878,No,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes
11879,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
11880,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
11881,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
11882,No,Without Offers,Desktop,Mobile_Data,No,Yes
11883,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
11884,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
11885,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
11886,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
11887,No,Without Offers,Desktop,Wi-Fi,No,Yes
11888,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
11889,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
11890,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
11891,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
11892,Yes,Credit/Debit Card Offers,Both,Wi-Fi,Yes,No
11893,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
11894,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
11895,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
11896,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
11897,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
11898,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
11899,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
11900,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
11901,No,Without Offers,Both,Mobile_Data,Yes,No
11902,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,Yes
11903,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
11904,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
11905,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
11906,No,Without Offers,Desktop,Fiber_Optic,No,Yes
11907,No,Without Offers,Desktop,Wi-Fi,No,Yes
11908,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,Yes
11909,Yes,Without Offers,Both,Wi-Fi,Yes,Yes
11910,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
11911,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,No,Yes
11912,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
11913,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
11914,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
11915,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
11916,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
11917,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
11918,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
11919,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
11920,Yes,Without Offers,Desktop,Fiber_Optic,Yes,Yes
11921,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
11922,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
11923,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
11924,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
11925,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
11926,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
11927,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11928,Yes,Without Offers,Both,Fiber_Optic,Yes,Yes
11929,No,Without Offers,Smartphone,Mobile_Data,Yes,Yes
11930,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
11931,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
11932,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
11933,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
11934,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
11935,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
11936,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
11937,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
11938,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
11939,Yes,Without Offers,Both,Mobile_Data,No,Yes
11940,No,Gift Vouchers/Coupons,Both,Wi-Fi,Yes,No
11941,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
11942,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
11943,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
11944,No,Without Offers,Smartphone,Mobile_Data,Yes,No
11945,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes
11946,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
11947,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
11948,No,Credit/Debit Card Offers,Both,Wi-Fi,Yes,No
11949,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
11950,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
11951,No,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes
11952,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
11953,Yes,Without Offers,Both,Fiber_Optic,Yes,Yes
11954,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
11955,No,Without Offers,Desktop,Fiber_Optic,Yes,No
11956,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
11957,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11958,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
11959,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
11960,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
11961,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
11962,Yes,Without Offers,Smartphone,Wi-Fi,Yes,Yes
11963,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,No
11964,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
11965,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
11966,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
11967,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
11968,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
11969,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
11970,No,Without Offers,Desktop,Fiber_Optic,No,Yes
11971,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
11972,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
11973,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,Yes,No
11974,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
11975,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
11976,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
11977,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
11978,No,Without Offers,Desktop,Wi-Fi,No,Yes
11979,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
11980,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
11981,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
11982,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
11983,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
11984,No,Credit/Debit Card Offers,Both,Mobile_Data,Yes,Yes
11985,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
11986,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
11987,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
11988,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
11989,No,Without Offers,Desktop,Fiber_Optic,No,Yes
11990,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
11991,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
11992,No,Without Offers,Desktop,Fiber_Optic,Yes,No
11993,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
11994,No,Without Offers,Smartphone,Mobile_Data,Yes,No
11995,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
11996,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
11997,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
11998,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
11999,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
12000,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12001,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,No
12002,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
12003,No,Without Offers,Smartphone,Mobile_Data,No,Yes
12004,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
12005,No,Without Offers,Smartphone,Wi-Fi,No,Yes
12006,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
12007,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
12008,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
12009,No,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,No
12010,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
12011,No,Without Offers,Both,Fiber_Optic,Yes,No
12012,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
12013,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
12014,No,Without Offers,Smartphone,Wi-Fi,No,Yes
12015,No,Without Offers,Desktop,Wi-Fi,Yes,No
12016,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
12017,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,Yes
12018,No,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes
12019,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
12020,Yes,Without Offers,Smartphone,Mobile_Data,Yes,Yes
12021,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12022,Yes,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes
12023,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
12024,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
12025,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
12026,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
12027,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
